hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for traffic('torrent'), service('facebook'), group('professors') add middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') set quota('download', '1', 'gb/wk')","define intent stnIntent: for protocol('telnet'), service('popcorn-time'), group('professors') add middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set quota('download', '2', 'gb/wk')",negation,1,0,"[4, 0, 1440, 0, 2, 0, 1.0, 0.29064461684367354, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') for traffic('peer2peer'), service('netflix') add middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.9') for service('bittorrent'), protocol('telnet') add middlebox('load-balancer'), middlebox('firewall') set bandwidth('min', '60', 'mbps')",negation,1,0,"[5, 0, 1440, 0, 0, 0, 0.5064442111758944, 0.6260678058592886, 1.0, 0, 0, 0.33729505277183147]"
"define intent hypIntent: for service('vimeo'), traffic('peer2peer'), group('professors') add middlebox('dpi'), middlebox('ids') set quota('upload', '4', 'gb/wk') start hour('20:17') end hour('5:6')","define intent stnIntent: for service('netflix'), service('popcorn-time'), group('professors') add middlebox('load-balancer'), middlebox('parental-control') set quota('download', '3', 'gb/wk') start hour('20:20') end hour('4:46')",time,1,1,"[5, 0, 0, 0, 2, 0, 1.0, 0.3886775607018999, 1.0, 0, 0, 0.10537209537394576]"
"define intent hypIntent: for protocol('https'), protocol('icmp'), group('guests') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') set quota('upload', '3', 'gb/wk')","define intent stnIntent: for service('facebook'), protocol('snmp'), group('guests') add middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall') set quota('upload', '9', 'gb/wk')",negation,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0.718806910896778, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.106') for protocol('ftp'), traffic('streaming') add middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '50', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.109') for traffic('social-media'), service('popcorn-time') add middlebox('firewall'), middlebox('ids') set quota('upload', '1', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 0, 0, 0.5889610454751041, 0, 1.0, 0.44733669896031675, 0, 0]"
"define intent hypIntent: for traffic('torrent'), traffic('social-media'), group('servers') add middlebox('load-balancer'), middlebox('firewall'), middlebox('ids') set quota('upload', '8', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.31') for service('bittorrent'), protocol('icmp') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('dpi') set quota('download', '2', 'gb/wk')",negation,1,0,"[4, 0, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for traffic('peer2peer'), protocol('ftp'), group('professors') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control') start hour('0:49') end hour('4:56')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.19') for service('vimeo'), service('stremio') add middlebox('parental-control') start hour('17:40') end hour('23:46')",time,0,0,"[4, 1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('guests') set quota('upload', '9', 'gb/wk')","define intent stnIntent: for group('guests') set quota('upload', '2', 'gb/wk')",qos,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), service('netflix'), group('professors') add middlebox('dpi'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('firewall') set quota('upload', '2', 'gb/wk')","define intent stnIntent: for service('facebook'), service('bittorrent'), group('professors') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set quota('download', '1', 'gb/wk')",path,0,0,"[4, 0, 1440, 0, 2, 0, 1.0, 0.6260678058592886, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: for service('vimeo'), traffic('social-media'), group('scholarly_person') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer')","define intent stnIntent: for service('facebook'), traffic('social-media'), group('students') add middlebox('ids'), middlebox('parental-control')",synonym,1,0,"[5, 1, 1440, 0, 2, 0, 1.0, 0.563273977752648, 0.29637977199899607, 1.0, 0, 0.6352196413803582]"
"define intent hypIntent: for service('vimeo'), traffic('social-media'), group('professors') add middlebox('parental-control'), middlebox('firewall') start hour('23:59') end hour('5:7')","define intent stnIntent: for traffic('torrent'), service('facebook'), group('professors') add middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi') start hour('18:22') end hour('22:13')",time,0,0,"[4, 1, 0, 0, 2, 0, 1.0, 0.563273977752648, 1.0, 0.424512941502927, 0, 0.6819427859876516]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.64') for traffic('social-media'), service('amazon-prime') add middlebox('ids') set quota('download', '8', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.54') for service('amazon-prime'), service('stremio') add middlebox('dpi'), middlebox('ids') set quota('download', '9', 'gb/wk')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.8261922655988819, 0.5506730373828779, 1.0, 0, 0, 1.0]"
"define intent hypIntent: for group('visitors') add middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall') set quota('upload', '2', 'gb/wk')","define intent stnIntent: for group('guests') add middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '80', 'mbps')",synonym,0,0,"[5, 1, 1440, 0, 0, 0, 1.0, 0, 0.8516374048424487, 0, 0, 0]"
"define intent hypIntent: for traffic('social-media'), service('popcorn-time'), group('students') add middlebox('dpi'), middlebox('firewall'), middlebox('ids') set quota('download', '3', 'gb/wk')","define intent stnIntent: for protocol('tcp'), protocol('snmp'), group('servers') add middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set quota('upload', '2', 'gb/wk')",path,0,0,"[4, 0, 1440, 0, 0, 0, 1.0, 0, 0.7730673266413515, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), traffic('streaming'), group('servers') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set quota('download', '2', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.30') for protocol('telnet'), service('popcorn-time') add middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set quota('upload', '1', 'gb/wk')",negation,1,0,"[4, 0, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for protocol('https'), protocol('snmp'), group('students') add middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') set bandwidth('max', '60', 'mbps') start hour('19:33') end hour('4:52')","define intent stnIntent: for service('instagram'), protocol('udp'), group('students') add middlebox('parental-control'), middlebox('firewall'), middlebox('ids'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '80', 'mbps') start hour('19:43') end hour('5:40')",time,1,1,"[5, 0, 0, 0, 1, 0, 1.0, 0, 1.0, 0, 0.6213215101231124, 0]"
"define intent hypIntent: for protocol('icmp'), service('youtube'), group('scholarly_person') add middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '30', 'mbps')","define intent stnIntent: for service('bittorrent'), protocol('ftp'), group('students') add middlebox('ids'), middlebox('dpi') set quota('upload', '3', 'gb/wk')",synonym,0,0,"[5, 1, 1440, 0, 2, 0, 1.0, 0.601841064076147, 0.29637977199899607, 0, 0.46842043610001055, 0.28248267019709405]"
"define intent hypIntent: for service('facebook'), traffic('streaming'), group('prof') add middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer'), middlebox('ids'), middlebox('dpi') set bandwidth('max', '40', 'mbps')","define intent stnIntent: for service('bittorrent'), service('netflix'), group('professors') add middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set bandwidth('min', '70', 'mbps')",synonym,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0.5736901694561233, 0.5339977351212731, 0, 0, 0.3787589715385559]"
"define intent hypIntent: for group('guests') add middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control') set bandwidth('max', '20', 'mbps') start hour('23:32') end hour('5:9')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.95') add middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('firewall') set bandwidth('max', '40', 'mbps') start hour('18:5') end hour('23:15')",path,0,0,"[3, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.135') for traffic('torrent'), protocol('smtp') add middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set quota('upload', '3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.131') for traffic('peer2peer'), service('stremio') add middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids') set quota('download', '6', 'gb/wk')",path,0,0,"[5, 0, 1440, 0, 0, 0, 0.6676002361390938, 0, 1.0, 0.6488924230007598, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.144') for traffic('torrent'), traffic('peer2peer') add middlebox('firewall'), middlebox('load-balancer')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') for service('amazon-prime'), traffic('peer2peer') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer')",hierarchical,1,0,"[5, 1, 1440, 0, 0, 1, 0.643588566500747, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('servers') add middlebox('firewall') set quota('upload', '5', 'gb/wk') start hour('0:12') end hour('5:44')","define intent stnIntent: for group('guests') add middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set quota('download', '1', 'gb/wk') start hour('17:31') end hour('23:10')",path,0,0,"[4, 0, 0, 0, 0, 0, 1.0, 0, 0.7493072094942537, 0, 0, 0]"
"define intent hypIntent: for service('vimeo'), service('stremio'), group('students') add middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') start hour('0:44') end hour('4:33')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.5') for service('vimeo'), protocol('telnet') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') start hour('18:56') end hour('23:21')",time,0,0,"[5, 1, 0, 0, 0, 0, 0.0, 0.5936408534221981, 0.0, 0, 0, 1.0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.43') add middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('dpi')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('load-balancer'),hierarchical,0,0,"[5, 1, 1440, 0, 0, 1, 0.6523086523007557, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('facebook'), service('youtube'), group('professor') add middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set quota('download', '2', 'gb/wk')","define intent stnIntent: for service('vimeo'), service('facebook'), group('professors') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('firewall') set quota('download', '3', 'gb/wk')",synonym,1,1,"[5, 0, 1440, 0, 2, 0, 1.0, 0.5367762002549679, 0.32668396731546334, 0, 0, 0.6819427859876516]"
"define intent hypIntent: for group('educatee') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('max', '50', 'mbps')","define intent stnIntent: for group('students') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('max', '20', 'mbps')",synonym,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 0.3684278280310714, 0, 0, 0]"
"define intent hypIntent: for service('bittorrent'), group('guests') add middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('max', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.43') for protocol('quic'), service('stremio') add middlebox('ids') set quota('upload', '9', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0.7955379610609296, 0.0, 0, 0, 0.19478983913517922]"
define intent hypIntent: for group('students') add middlebox('firewall') start hour('0:49') end hour('5:29'),"define intent stnIntent: for group('students') add middlebox('ids'), middlebox('load-balancer') start hour('18:32') end hour('23:6')",time,0,1,"[5, 1, 0, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), service('stremio'), group('servers') add middlebox('parental-control') set quota('upload', '9', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') for service('facebook'), service('instagram') add middlebox('firewall'), middlebox('ids') set bandwidth('min', '90', 'mbps')",negation,0,0,"[4, 1, 1440, 0, 0, 0, 0.0, 0.735058922279092, 0.0, 0, 0, 0.10537209537394576]"
"define intent hypIntent: for service('vimeo'), protocol('ftp'), group('professors') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('min', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.65') for traffic('peer2peer'), service('popcorn-time') add middlebox('parental-control') set bandwidth('max', '30', 'mbps')",path,0,0,"[3, 0, 1440, 0, 0, 0, 0.0, 0.3886775607018999, 0.0, 0, 0, 1.0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.147') for service('vimeo'), traffic('streaming') add middlebox('dpi'), middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer'), middlebox('ids')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') for traffic('streaming'), protocol('icmp') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer')",hierarchical,1,0,"[5, 1, 1440, 0, 0, 1, 0.741690933244824, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('guests') set quota('upload', '4', 'gb/wk')","define intent stnIntent: for group('guests') set bandwidth('max', '80', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.157') set quota('upload', '9', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.161') set quota('download', '5', 'gb/wk')",qos,1,0,"[5, 0, 1440, 0, 0, 0, 0.6758284209620098, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') set quota('download', '1', 'gb/wk')","define intent stnIntent: for group('students') set quota('upload', '7', 'gb/wk')",qos,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('vimeo'), traffic('streaming'), group('servers') add middlebox('ids'), middlebox('parental-control') set quota('upload', '8', 'gb/wk') start hour('0:57') end hour('4:52')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.172') for traffic('social-media'), service('amazon-prime') add middlebox('ids'), middlebox('dpi') set quota('upload', '9', 'gb/wk') start hour('18:41') end hour('22:17')",path,0,0,"[2, 0, 0, 0, 0, 0, 0.0, 0.5674444041271246, 0.0, 0.44733669896031675, 0, 0.30487228837114916]"
"define intent hypIntent: for group('professors') set bandwidth('min', '10', 'mbps')","define intent stnIntent: for group('professors') set bandwidth('max', '40', 'mbps')",qos,1,1,"[5, 0, 1440, 0, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.80') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set quota('download', '4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.85') add middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '60', 'mbps')",negation,0,0,"[5, 1, 1440, 0, 0, 0, 0.7410238197825492, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') set quota('download', '9', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('min', '60', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('guests') set bandwidth('max', '50', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') set bandwidth('min', '50', 'mbps')",qos,1,1,"[5, 0, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.112') for service('bittorrent'), service('popcorn-time') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer'), middlebox('dpi') set quota('download', '4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.105') for service('facebook'), service('amazon-prime') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '40', 'mbps')",hierarchical,0,0,"[5, 1, 1440, 0, 0, 1, 0.7828556832446664, 0.5917500051015526, 1.0, 0, 0, 0.28248267019709405]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.88') for service('netflix'), traffic('streaming') add middlebox('firewall'), middlebox('load-balancer') set quota('upload', '4', 'gb/wk') start hour('19:53') end hour('4:28')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.92') for service('vimeo'), traffic('peer2peer') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer') set quota('upload', '1', 'gb/wk') start hour('19:15') end hour('6:0')",time,1,0,"[5, 0, 0, 0, 0, 0, 0.7193812665947944, 0.689023003400464, 1.0, 0.4855904475742499, 0, 1.0]"
"define intent hypIntent: for traffic('social-media'), service('netflix'), group('guests') add middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set bandwidth('max', '70', 'mbps')","define intent stnIntent: for traffic('social-media'), service('youtube'), group('students') add middlebox('firewall') set bandwidth('min', '70', 'mbps')",path,0,0,"[6, 0, 1440, 0, 0, 0, 1.0, 0.644163727539538, 0.8863471929162017, 1.0, 0, 0.30894633570391095]"
"define intent hypIntent: for traffic('torrent'), service('instagram'), group('professors') add middlebox('dpi'), middlebox('ids'), middlebox('parental-control') start hour('0:2') end hour('4:25')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.18') for service('bittorrent'), protocol('http') add middlebox('load-balancer') start hour('18:16') end hour('22:24')",time,0,0,"[4, 1, 0, 0, 0, 0, 0.0, 0.6927166989236211, 0.0, 0, 0, 0.6352196413803582]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') for service('netflix'), protocol('icmp') add middlebox('dpi'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') set quota('upload', '5', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') for service('youtube'), protocol('icmp') add middlebox('dpi'), middlebox('parental-control') set quota('download', '4', 'gb/wk')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.5576611195089527, 0.644163727539538, 1.0, 0, 1.0, 1.0]"
"define intent hypIntent: for group('students') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') set bandwidth('max', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('firewall'), middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer') set quota('download', '8', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') for protocol('telnet'), protocol('tcp') add middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '20', 'mbps') start hour('20:30') end hour('5:47')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.151') for service('facebook'), service('netflix') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '30', 'mbps') start hour('20:54') end hour('4:25')",time,1,1,"[5, 0, 0, 0, 0, 0, 0.6249323868642425, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.113') for service('amazon-prime'), service('youtube') set bandwidth('max', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.105') for service('amazon-prime'), service('stremio') set bandwidth('min', '90', 'mbps')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.672815386322977, 0.6149710228569822, 1.0, 0, 0, 0]"
"define intent hypIntent: for protocol('http'), traffic('peer2peer'), group('guest users') add middlebox('firewall') set bandwidth('min', '50', 'mbps')","define intent stnIntent: for service('facebook'), service('netflix'), group('guests') add middlebox('dpi'), middlebox('ids') set quota('upload', '2', 'gb/wk')",synonym,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 0.4746275352184375, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), protocol('udp'), group('guests') add middlebox('firewall') set quota('download', '7', 'gb/wk')","define intent stnIntent: for protocol('http'), traffic('streaming'), group('guests') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set quota('download', '2', 'gb/wk')",negation,1,0,"[4, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0.5578496808918569, 0.3790253730778652, 0]"
"define intent hypIntent: for service('bittorrent'), service('stremio'), group('students') add middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set bandwidth('max', '50', 'mbps')","define intent stnIntent: for service('instagram'), traffic('streaming'), group('servers') add middlebox('dpi') set bandwidth('min', '50', 'mbps')",path,0,0,"[4, 0, 1440, 0, 0, 0, 1.0, 0.735058922279092, 0.7730673266413515, 0, 0, 1.0]"
