hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('bookman') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') set bandwidth('max', '60', 'mbps') block traffic('torrent')","define intent stnIntent: for group('students') add middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '30', 'mbps') allow protocol('sftp'), service('stremio')",synonym,1,1,"[1.0, 1.0, 0, 0.4038335404587993, 0, 0, 0, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set bandwidth('max', '50', 'mbps') block traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.181') add middlebox('parental-control'), middlebox('ids') set bandwidth('max', '60', 'mbps') allow service('youtube'), service('facebook')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('students') remove middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') block service('youtube'), service('netflix') start timestamp('2019-01-26 17:37:53.425310') end timestamp('2019-01-26 21:50:53.425315')","define intent stnIntent: for group('students') add middlebox('dpi') block service('vimeo'), protocol('quic') start timestamp('2019-01-26 12:07:53.425274') end timestamp('2019-01-26 15:42:53.425303')",time,0,0,"[1.0, 1.0, 0.689023003400464, 1.0, 0, 0, 0.28248267019709405, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') set bandwidth('max', '50', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.8') unset quota('5', 'gb/wk')",qos,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer') set bandwidth('min', '50', 'mbps') block traffic('torrent'), service('popcorn-time') start timestamp('2019-01-26 13:47:45.963032') end timestamp('2019-01-26 22:19:45.963037')","define intent stnIntent: for group('professors') add middlebox('ids'), middlebox('firewall') unset quota('5', 'gb/wk') allow service('amazon-prime'), service('popcorn-time') start timestamp('2019-01-26 14:05:45.963003') end timestamp('2019-01-26 22:17:45.963026')",time,1,1,"[1.0, 1.0, 1.0, 1.0, 0, 9.200000006388889, 0.33729505277183147, 1, 3, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.76') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.77') set quota('7', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set bandwidth('max', '40', 'mbps') block service('amazon-prime'), service('netflix') start timestamp('2019-01-26 13:33:09.927434') end timestamp('2019-01-26 23:15:09.927441')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall') set quota('4', 'gb/wk') allow service('bittorrent'), service('popcorn-time') start timestamp('2019-01-26 12:46:09.927382') end timestamp('2019-01-26 21:51:09.927423')",time,1,1,"[0.0, 0.0, 0.4698510852733538, 0.0, 0, 9.299999996944445, 0.30894633570391095, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.108') add middlebox('load-balancer') set quota('5', 'gb/wk') block traffic('social-media'), traffic('streaming') start timestamp('2019-01-26 13:11:41.767653') end timestamp('2019-01-26 22:39:41.767658')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') remove middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set quota('8', 'gb/wk') allow protocol('tcp'), traffic('streaming') start timestamp('2019-01-26 13:34:41.767630') end timestamp('2019-01-26 22:24:41.767648')",time,1,1,"[1.0, 1.0, 0, 1.0, 1.0, 9.833333338333333, 0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('professors') set bandwidth('max', '10', 'mbps')","define intent stnIntent: for group('professors') set bandwidth('max', '50', 'mbps')",qos,1,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.159') set quota('8', 'gb/wk') block traffic('torrent'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.151') set quota('1', 'gb/wk') allow traffic('torrent'), service('instagram')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 0.5578496808918569, 0, 0, 0, 1, 1, 1, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') remove middlebox('firewall'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '20', 'mbps') allow service('vimeo'), service('stremio')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.114') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('dpi') set quota('9', 'gb/wk') block protocol('telnet'), service('popcorn-time')",negation,0,0,"[1.0, 1.0, 0.4691852799233581, 1.0, 0, 0, 0.28248267019709405, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.173') add middlebox('ids') set bandwidth('max', '50', 'mbps') block service('vimeo'), traffic('peer2peer') start timestamp('2019-01-26 13:43:41.188609') end timestamp('2019-01-26 23:40:41.188614')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.175') remove middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('min', '10', 'mbps') block service('facebook'), traffic('streaming') start timestamp('2019-01-26 13:24:41.188581') end timestamp('2019-01-26 22:30:41.188603')",time,1,1,"[1.0, 1.0, 0.563273977752648, 1.0, 0.4855904475742499, 9.783333331666666, 0.3787589715385559, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '30', 'mbps') block traffic('peer2peer'), protocol('https')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') set bandwidth('max', '80', 'mbps') allow service('amazon-prime'), service('facebook')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '30', 'mbps') start timestamp('2019-01-26 12:49:30.769185') end timestamp('2019-01-26 22:44:30.769190')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('ids'), middlebox('load-balancer') unset bandwidth('min', '50', 'mbps') start timestamp('2019-01-26 14:04:30.769158') end timestamp('2019-01-26 22:20:30.769178')",time,1,1,"[0.0, 0.0, 0, 0.0, 0, 9.266666672222222, 0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.117') remove middlebox('load-balancer') set bandwidth('max', '60', 'mbps') start timestamp('2019-01-26 13:23:04.034451') end timestamp('2019-01-26 22:01:04.034456')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.120') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control') unset bandwidth('min', '40', 'mbps') start timestamp('2019-01-26 13:20:04.034423') end timestamp('2019-01-26 21:45:04.034445')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 9.366666665, 0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') block service('stremio'), traffic('torrent') start timestamp('2019-01-26 17:19:11.021020') end timestamp('2019-01-26 22:24:11.021025')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.20') add middlebox('firewall') allow traffic('torrent'), service('youtube') start timestamp('2019-01-26 11:56:11.020990') end timestamp('2019-01-26 16:47:11.021013')",time,0,1,"[1.0, 1.0, 0.6149710228569822, 1.0, 1.0, 0.4666666647222222, 1.0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('student_residence') add middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '70', 'mbps') allow service('vimeo'), protocol('snmp')","define intent stnIntent: for group('dorms') remove middlebox('firewall') set quota('5', 'gb/wk') block protocol('tcp'), service('facebook')",synonym,0,1,"[1.0, 1.0, 0.563273977752648, 0.3516041317079731, 0, 0, 0.33729505277183147, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('ids') block traffic('peer2peer'), protocol('telnet') start timestamp('2019-01-26 18:27:24.245414') end timestamp('2019-01-26 23:42:24.245419')","define intent stnIntent: for group('dorms') remove middlebox('firewall'), middlebox('dpi'), middlebox('ids') allow service('instagram'), traffic('social-media') start timestamp('2019-01-26 11:41:24.245388') end timestamp('2019-01-26 17:07:24.245406')",time,0,0,"[1.0, 1.0, 0, 1.0, 0.4367431766106368, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('firewall'), middlebox('load-balancer') allow service('youtube'), service('netflix') start timestamp('2019-01-26 17:35:31.534929') end timestamp('2019-01-26 23:32:31.534935')","define intent stnIntent: for group('staff') add middlebox('ids'), middlebox('dpi') block traffic('social-media'), protocol('udp') start timestamp('2019-01-26 12:52:31.534889') end timestamp('2019-01-26 17:19:31.534920')",time,0,1,"[1.0, 1.0, 0, 1.0, 0, 0.7333333308333334, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') set bandwidth('max', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') set bandwidth('max', '40', 'mbps')",qos,1,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') set bandwidth('max', '30', 'mbps') block service('vimeo'), traffic('torrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') set bandwidth('max', '80', 'mbps') allow service('instagram'), service('popcorn-time')",domain,1,0,"[0.0, 0.0, 0.3886775606171168, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') add middlebox('parental-control') set bandwidth('max', '60', 'mbps') allow service('vimeo') start timestamp('2019-01-26 14:17:28.543606') end timestamp('2019-01-26 22:38:28.543610')","define intent stnIntent: for group('professors') remove middlebox('ids'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '30', 'mbps') allow service('stremio'), service('bittorrent') start timestamp('2019-01-26 13:01:28.543577') end timestamp('2019-01-26 23:20:28.543599')",time,1,1,"[1.0, 1.0, 0.5695095848270609, 1.0, 0, 9.35000000111111, 0.30487228837114916, 0, 1, 1, 2, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') set quota('4', 'gb/wk') block traffic('peer2peer'), traffic('torrent')","define intent stnIntent: for group('staff') add middlebox('ids') set quota('5', 'gb/wk') allow service('netflix'), service('popcorn-time')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi') start timestamp('2019-01-26 16:51:49.807521') end timestamp('2019-01-26 22:19:49.807526')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('load-balancer') start timestamp('2019-01-26 11:31:49.807492') end timestamp('2019-01-26 16:32:49.807514'),time,0,1,"[0.0, 0.0, 0, 0.0, 0, 0.6833333313888889, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dormitory') remove middlebox('dpi'), middlebox('firewall') set quota('6', 'gb/wk') block service('vimeo'), service('facebook')","define intent stnIntent: for group('dorms') add middlebox('parental-control') set bandwidth('max', '40', 'mbps') block traffic('peer2peer'), service('popcorn-time')",synonym,0,0,"[1.0, 1.0, 0.29064463620203707, 0.3935372908539091, 0, 0, 0.37079212932417294, 1, 1, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.59') add middlebox('parental-control') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.49') remove middlebox('ids') set bandwidth('min', '10', 'mbps')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('max', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.83') remove middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall') set bandwidth('max', '10', 'mbps')",non_coreferent,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 0, 1, 0, 0, 3]"
"define intent hypIntent: for group('dorms') set bandwidth('max', '30', 'mbps') block traffic('torrent'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.97') set bandwidth('min', '70', 'mbps') allow protocol('https'), traffic('torrent')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0.5578496808918569, 0, 0, 0, 1, 0, 0, 0, 2]"
"define intent hypIntent: for group('faculty') add middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('dpi') set quota('4', 'gb/wk')","define intent stnIntent: for group('staff') add middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set bandwidth('max', '10', 'mbps')",synonym,0,0,"[1.0, 1.0, 0, 0.7235375605134609, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') add middlebox('firewall'), middlebox('dpi'), middlebox('ids') unset quota('8', 'gb/wk') allow protocol('quic'), traffic('torrent') start timestamp('2019-01-26 13:40:35.472264') end timestamp('2019-01-26 23:38:35.472270')","define intent stnIntent: for group('professors') remove middlebox('load-balancer'), middlebox('parental-control') set quota('9', 'gb/wk') allow service('vimeo'), protocol('https') start timestamp('2019-01-26 14:14:35.472143') end timestamp('2019-01-26 22:10:35.472254')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 8.933333364166668, 0, 0, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('prof') remove middlebox('dpi') set quota('8', 'gb/wk') block service('stremio'), protocol('ftp')","define intent stnIntent: for group('professors') remove middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '90', 'mbps') allow protocol('quic'), service('youtube')",synonym,0,0,"[1.0, 1.0, 0.6149710228569822, 0.5339977351212731, 0, 0, 0.28248267019709405, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') set quota('5', 'gb/wk') block protocol('quic'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') set quota('1', 'gb/wk') allow service('facebook'), traffic('streaming')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0.44733669896031675, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.92') remove middlebox('load-balancer'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') unset quota('8', 'gb/wk') block service('stremio'), service('youtube')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids') unset bandwidth('min', '20', 'mbps') allow service('youtube'), service('netflix')",non_coreferent,0,0,"[1.0, 1.0, 0.644163727539538, 1.0, 0, 0, 0.10537209537394576, 1, 2, 1, 0, 0, 3]"
"define intent hypIntent: for group('scholar') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set quota('9', 'gb/wk') block protocol('quic'), service('instagram')","define intent stnIntent: for group('students') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set quota('1', 'gb/wk') allow service('instagram'), service('popcorn-time')",synonym,1,1,"[1.0, 1.0, 0.4972268557291109, 0.30505343803657853, 0, 0, 0.19478983913517922, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('ids') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.8') add middlebox('parental-control'), middlebox('firewall') set quota('3', 'gb/wk')",negation,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professor') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set quota('3', 'gb/wk') block traffic('torrent'), traffic('social-media')","define intent stnIntent: for group('professors') add middlebox('dpi') set quota('8', 'gb/wk') allow service('instagram'), service('youtube')",synonym,1,1,"[1.0, 1.0, 0, 0.32668396731546334, 0, 0, 0, 0, 2, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.110') remove middlebox('ids'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') set quota('7', 'gb/wk') block service('stremio'), traffic('torrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') set quota('6', 'gb/wk') allow protocol('https'), service('bittorrent')",hierarchical,1,1,"[1.0, 1.0, 0.7955379610609296, 1.0, 0, 0, 1.0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.140') add middlebox('ids'), middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi') set quota('3', 'gb/wk') block traffic('peer2peer'), service('bittorrent') start timestamp('2019-01-26 13:06:44.114707') end timestamp('2019-01-26 23:23:44.114712')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.140') add middlebox('load-balancer'), middlebox('ids') unset bandwidth('max', '70', 'mbps') allow service('popcorn-time'), traffic('streaming') start timestamp('2019-01-26 13:21:44.114684') end timestamp('2019-01-26 22:28:44.114702')",time,1,1,"[1.0, 1.0, 0.47543142292934537, 1.0, 0.4855904475742499, 10.116666671666666, 0.3787589715385559, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') add middlebox('dpi') set bandwidth('min', '20', 'mbps') block traffic('peer2peer'), protocol('udp') start timestamp('2019-01-26 14:16:43.977772') end timestamp('2019-01-26 22:22:43.977777')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') remove middlebox('firewall') unset bandwidth('min', '20', 'mbps') allow service('stremio'), service('facebook') start timestamp('2019-01-26 13:03:43.977743') end timestamp('2019-01-26 23:10:43.977765')",time,1,1,"[0.0, 0.0, 0, 0.0, 0, 9.100000001388889, 0, 0, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('ids') set bandwidth('max', '30', 'mbps') block protocol('tcp'), protocol('ftp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.130') add middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '10', 'mbps') allow service('facebook'), traffic('streaming')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('professors') set bandwidth('min', '40', 'mbps')","define intent stnIntent: for group('professors') set quota('8', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 2, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('ids'), middlebox('firewall'), middlebox('parental-control') set bandwidth('min', '10', 'mbps')","define intent stnIntent: for group('staff') add middlebox('firewall'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('max', '20', 'mbps')",negation,1,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('residence_hall') remove middlebox('firewall') set quota('3', 'gb/wk') block service('stremio'), traffic('streaming')","define intent stnIntent: for group('dorms') add middlebox('firewall') set quota('2', 'gb/wk') allow service('instagram'), service('facebook')",synonym,1,1,"[1.0, 1.0, 0.6487288285638457, 0.32653927268206306, 0, 0, 1.0, 0, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('staff') unset bandwidth('max', '10', 'mbps')","define intent stnIntent: for group('staff') set bandwidth('max', '80', 'mbps')",qos,1,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
