hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('dorms') add middlebox('load-balancer'), middlebox('ids') start hour('13:45') end hour('18:48')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') remove middlebox('parental-control'), middlebox('dpi') start hour('8:25') end hour('12:4')",time,0,0,"[1, 5, 1, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') remove middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set bandwidth('max', '40', 'mbps') block protocol('quic'), protocol('udp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.183') add middlebox('parental-control') set bandwidth('min', '30', 'mbps') allow protocol('http'), traffic('streaming')",domain,0,0,"[0, 2, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0, 0.3790253730778652, 0]"
"define intent hypIntent: for group('dorms') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '80', 'mbps')",domain,1,1,"[1, 5, 0, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') unset quota('8', 'gb/wk')","define intent stnIntent: for group('labs') unset bandwidth('min', '30', 'mbps')",qos,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.21') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '60', 'mbps') block traffic('social-media'), service('youtube')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('firewall'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '80', 'mbps') allow traffic('torrent'), traffic('social-media')",hierarchical,1,1,"[1, 5, 0, 0, 2, 0, 1, 0.38588196955521126, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('dorms') add middlebox('ids') block service('bittorrent'), traffic('streaming') start hour('14:5') end hour('18:9')","define intent stnIntent: for group('dorms') remove middlebox('parental-control') allow protocol('https'), traffic('torrent') start hour('8:19') end hour('12:14')",time,0,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 1.0, 0.5578496808918569, 0, 0]"
"define intent hypIntent: for group('pupil') remove middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '50', 'mbps')","define intent stnIntent: for group('students') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '20', 'mbps')",synonym,1,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 0.3055878446121426, 0, 0, 0]"
"define intent hypIntent: for group('pupil') add middlebox('dpi'), middlebox('parental-control') set quota('6', 'gb/wk')","define intent stnIntent: for group('students') remove middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '80', 'mbps')",synonym,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 0.3055878446121426, 0, 0, 0]"
"define intent hypIntent: for group('labs') remove middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('labs') remove middlebox('load-balancer') set bandwidth('min', '10', 'mbps')",negation,0,1,"[1, 5, 0, 0, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') add middlebox('parental-control') set quota('6', 'gb/wk') block protocol('icmp'), protocol('ftp')","define intent stnIntent: for group('labs') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set bandwidth('max', '80', 'mbps') allow protocol('http'), service('netflix')",negation,0,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 1.0, 0, 0.3715158705879884, 0]"
"define intent hypIntent: for group('students') add middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') set quota('4', 'gb/wk') allow service('amazon-prime'), service('stremio')","define intent stnIntent: for group('students') add middlebox('firewall') set quota('4', 'gb/wk') block traffic('torrent'), protocol('smtp')",negation,0,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '40', 'mbps') block traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') add middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '60', 'mbps') allow protocol('http'), traffic('social-media')",domain,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 1.0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.54') unset quota('5', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.55') set quota('5', 'gb/wk')",qos,0,1,"[1, 5, 0, 0, 1, 0, 0, 0.6682524402121233, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') set bandwidth('max', '20', 'mbps')","define intent stnIntent: for group('dorms') add middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') set bandwidth('min', '30', 'mbps')",negation,1,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') remove middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set bandwidth('max', '90', 'mbps') block service('vimeo'), service('youtube') start hour('13:36') end hour('17:45')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.123') remove middlebox('load-balancer') set bandwidth('max', '80', 'mbps') allow service('vimeo'), traffic('social-media') start hour('8:23') end hour('12:58')",path,0,0,"[0, 2, 1, 0.3666666666666667, 1, 0, 0, 0.0, 0.4046704917179062, 0.0, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for group('professors') unset quota('4', 'gb/wk')","define intent stnIntent: for group('professors') set quota('3', 'gb/wk')",qos,1,1,"[1, 5, 0, 0, 1, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('dorms') add middlebox('parental-control'), middlebox('dpi') set quota('5', 'gb/wk') block traffic('torrent'), service('bittorrent') start hour('9:13') end hour('17:51')","define intent stnIntent: for group('dorms') add middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('max', '70', 'mbps') allow traffic('torrent'), protocol('ftp') start hour('9:49') end hour('18:7')",time,1,1,"[1, 5, 1, 9.033333333333333, 1, 1, 0, 1.0, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('prof') remove middlebox('firewall') allow protocol('snmp'), service('instagram')","define intent stnIntent: for group('professors') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') block traffic('peer2peer'), protocol('https')",synonym,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 0.5339977351212731, 0, 0.5502981805955959, 0]"
"define intent hypIntent: for group('students') remove middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '80', 'mbps') block protocol('udp'), service('facebook')","define intent stnIntent: for group('students') add middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '70', 'mbps') allow service('amazon-prime'), service('popcorn-time')",path,0,1,"[1, 5, 0, 0, 2, 1, 0, 1.0, 0.29064463620203707, 1.0, 0, 0, 0.6352196413803582]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('ids') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') add middlebox('firewall'), middlebox('dpi'), middlebox('ids') set quota('1', 'gb/wk')",domain,1,1,"[1, 5, 0, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.102') remove middlebox('ids') set quota('9', 'gb/wk') block service('stremio'), protocol('https')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.49') add middlebox('load-balancer'), middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control') set quota('5', 'gb/wk') allow service('stremio'), traffic('streaming')",path,0,0,"[1, 3, 0, 0, 2, 0, 0, 0.7451246273144212, 1.0, 1.0, 0, 0, 0.10537209537394576]"
"define intent hypIntent: for group('labs') unset quota('8', 'gb/wk')","define intent stnIntent: for group('labs') unset bandwidth('max', '30', 'mbps')",qos,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set quota('5', 'gb/wk') block service('vimeo'), traffic('peer2peer')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.183') add middlebox('dpi'), middlebox('load-balancer') set quota('7', 'gb/wk') allow service('youtube'), service('popcorn-time')",domain,0,0,"[0, 2, 0, 0, 2, 0, 0, 0.0, 0.3886775606171168, 0.0, 0, 0, 0.28248267019709405]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.88') unset bandwidth('max', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.88') set bandwidth('min', '60', 'mbps')",qos,1,1,"[1, 6, 0, 0, 1, 0, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') remove middlebox('dpi') set quota('4', 'gb/wk') block traffic('peer2peer'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.135') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('dpi') set quota('8', 'gb/wk') allow service('instagram'), service('bittorrent')",domain,0,0,"[0, 2, 0, 0, 2, 0, 0, 0.0, 0.6260678058592886, 0.0, 0, 0, 1.0]"
"define intent hypIntent: for group('pupil') remove middlebox('ids'), middlebox('dpi') block protocol('snmp'), traffic('social-media')","define intent stnIntent: for group('students') add middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') allow service('instagram'), service('netflix')",synonym,1,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 0.3055878446121426, 0, 0, 0]"
"define intent hypIntent: for group('labs') add middlebox('parental-control'), middlebox('dpi') set quota('6', 'gb/wk')","define intent stnIntent: for group('labs') add middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('firewall') set quota('6', 'gb/wk')",negation,0,1,"[1, 5, 0, 0, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('hall') remove middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set quota('4', 'gb/wk') block protocol('telnet'), traffic('social-media')","define intent stnIntent: for group('dorms') add middlebox('parental-control'), middlebox('load-balancer') set quota('2', 'gb/wk') allow protocol('telnet'), traffic('streaming')",synonym,1,1,"[1, 5, 0, 0, 2, 1, 0, 1.0, 0, 0.25868322601258575, 0.44733669896031675, 1.0, 0]"
"define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set quota('4', 'gb/wk') block protocol('smtp'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') add middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control') set quota('7', 'gb/wk') allow service('vimeo'), traffic('social-media')",negation,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0.44733669896031675, 0, 0]"
"define intent hypIntent: for group('student') set bandwidth('min', '50', 'mbps') allow protocol('snmp'), traffic('social-media')","define intent stnIntent: for group('students') set bandwidth('min', '20', 'mbps') allow protocol('sftp'), protocol('snmp')",synonym,0,1,"[1, 5, 0, 0, 0, 1, 0, 1.0, 0, 0.3549093310227997, 0, 1.0, 0]"
"define intent hypIntent: for group('students') remove middlebox('ids') set quota('7', 'gb/wk') block protocol('sftp'), service('instagram')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.6') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('min', '90', 'mbps') allow traffic('peer2peer'), protocol('telnet')",negation,0,0,"[1, 5, 1, 0, 2, 0, 0, 0.0, 0, 0.0, 0, 0.5736568385377174, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.128') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') set quota('5', 'gb/wk') block traffic('streaming'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.127') add middlebox('parental-control'), middlebox('ids'), middlebox('firewall') set quota('3', 'gb/wk') allow traffic('peer2peer'), service('youtube')",hierarchical,1,1,"[1, 5, 0, 0, 2, 0, 1, 0.7764930945783192, 0.3293954744816613, 1.0, 0.4855904475742499, 0, 1.0]"
"define intent hypIntent: for group('professors') add middlebox('firewall') set bandwidth('min', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.18') add middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '20', 'mbps')",negation,0,1,"[1, 5, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer'), middlebox('parental-control') block protocol('icmp'), service('bittorrent') start hour('13:56') end hour('19:33')","define intent stnIntent: for group('professors') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer') allow service('vimeo'), protocol('icmp') start hour('6:59') end hour('12:0')",time,0,0,"[1, 5, 1, 0, 2, 2, 0, 1.0, 0.5695095848270609, 1.0, 0, 1.0, 0.6352196413803582]"
"define intent hypIntent: for group('prof') add middlebox('load-balancer') set quota('5', 'gb/wk')","define intent stnIntent: for group('professors') remove middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '20', 'mbps')",synonym,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 0.5339977351212731, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer') block traffic('peer2peer'), protocol('tcp')","define intent stnIntent: for group('students') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer') allow service('stremio')",path,0,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') block traffic('peer2peer'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi') allow protocol('smtp'), service('bittorrent')",domain,1,0,"[1, 5, 1, 0, 2, 0, 0, 0.0, 0.6260678058592886, 0.0, 0, 0, 0.6819427859876516]"
"define intent hypIntent: for group('dorms') set bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('dorms') unset quota('3', 'gb/wk')",qos,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.137') remove middlebox('dpi'), middlebox('parental-control'), middlebox('ids') block protocol('ftp'), service('bittorrent') start hour('14:25') end hour('18:46')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.133') add middlebox('firewall') allow service('amazon-prime'), service('instagram') start hour('6:56') end hour('11:52')",time,0,0,"[1, 5, 1, 0, 2, 0, 0, 0.7191974587508924, 0.6927166989236211, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: for group('labs') remove middlebox('load-balancer'), middlebox('dpi') block protocol('telnet'), traffic('streaming') start hour('14:34') end hour('18:7')","define intent stnIntent: for group('labs') add middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('ids') allow protocol('udp'), traffic('streaming') start hour('6:49') end hour('12:46')",time,0,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 1.0, 1.0, 0.5173232284879271, 0]"
"define intent hypIntent: for group('labs') remove middlebox('parental-control'), middlebox('dpi') set quota('2', 'gb/wk') block traffic('torrent'), protocol('http')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.55') add middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') set quota('9', 'gb/wk') allow traffic('peer2peer'), service('popcorn-time')",domain,0,0,"[1, 3, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0.6488924230007598, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') set bandwidth('min', '40', 'mbps') block protocol('tcp'), service('youtube')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.45') set bandwidth('max', '10', 'mbps') allow protocol('telnet'), service('netflix')",negation,1,0,"[1, 5, 1, 0, 1, 0, 0, 0.8110201776112285, 0.644163727539538, 1.0, 0, 0.5434719057562135, 0]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') set bandwidth('max', '50', 'mbps') allow protocol('quic'), service('bittorrent')","define intent stnIntent: for group('students') remove middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('parental-control') set quota('5', 'gb/wk') allow service('amazon-prime'), service('vimeo')",negation,0,0,"[1, 5, 1, 0, 0, 1, 0, 1.0, 0.5695095848270609, 1.0, 0, 0, 1.0]"
"define intent hypIntent: for group('dorms') unset quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.35') unset bandwidth('min', '60', 'mbps')",qos,0,0,"[1, 5, 1, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.76') remove middlebox('dpi'), middlebox('firewall') set quota('9', 'gb/wk') block service('amazon-prime'), traffic('peer2peer')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.78') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set quota('1', 'gb/wk') allow traffic('torrent'), service('bittorrent')",negation,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.7069158911505763, 0.505995471922291, 1.0, 0.6488924230007598, 0, 0.33729505277183147]"
"define intent hypIntent: for group('students') set quota('2', 'gb/wk') block service('popcorn-time'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.145') set quota('9', 'gb/wk') allow traffic('social-media'), service('youtube')",domain,0,0,"[0, 2, 0, 0, 1, 0, 0, 0.0, 0.3293954744816613, 0.0, 0.44733669896031675, 0, 0]"
"define intent hypIntent: for group('professors') set bandwidth('max', '80', 'mbps')","define intent stnIntent: for group('professors') unset bandwidth('min', '70', 'mbps')",qos,1,1,"[1, 5, 0, 0, 1, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer') set quota('5', 'gb/wk') block protocol('https'), traffic('torrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') set quota('8', 'gb/wk') allow protocol('sftp'), service('youtube')",path,0,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0, 0.5473810729627318, 0]"
"define intent hypIntent: for group('professor') remove middlebox('ids') set bandwidth('min', '80', 'mbps')","define intent stnIntent: for group('professors') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('min', '50', 'mbps')",synonym,1,1,"[1, 5, 0, 0, 1, 2, 0, 1.0, 0, 0.32668396731546334, 0, 0, 0]"
"define intent hypIntent: for group('dorm') remove middlebox('firewall') set bandwidth('min', '20', 'mbps') block service('vimeo'), service('facebook')","define intent stnIntent: for group('dorms') add middlebox('ids'), middlebox('parental-control') set bandwidth('min', '80', 'mbps') block protocol('telnet'), traffic('social-media')",synonym,0,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 0.3533089167841037, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.179') remove middlebox('ids') allow service('vimeo'), service('instagram')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.177') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall') allow service('facebook'), service('netflix')",hierarchical,0,0,"[1, 5, 1, 0, 1, 0, 1, 0.6555671882129046, 0.7251786007554776, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: for group('labs') remove middlebox('dpi'), middlebox('load-balancer') set quota('3', 'gb/wk') allow service('amazon-prime'), protocol('udp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.51') remove middlebox('firewall') set bandwidth('max', '70', 'mbps') allow traffic('peer2peer'), protocol('https')",negation,0,0,"[1, 5, 1, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0.4512931480984451, 0]"
"define intent hypIntent: for group('labs') set quota('1', 'gb/wk') block traffic('social-media'), protocol('ftp')","define intent stnIntent: for group('labs') set quota('2', 'gb/wk') allow service('vimeo'), traffic('social-media')",path,0,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('students') set bandwidth('max', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') unset bandwidth('max', '50', 'mbps')",qos,1,0,"[1, 5, 1, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') block traffic('peer2peer'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.13') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') allow service('vimeo'), traffic('streaming')",domain,1,0,"[1, 5, 1, 0, 2, 2, 0, 0.0, 0, 0.0, 1.0, 0, 0]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control') block protocol('quic'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.187') add middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') allow traffic('torrent'), traffic('social-media')",domain,0,0,"[0, 2, 1, 0, 2, 0, 0, 0.0, 0, 0.0, 1.0, 0, 0]"
"define intent hypIntent: for group('dorms') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') unset bandwidth('min', '50', 'mbps') block traffic('torrent'), service('instagram') start hour('9:39') end hour('19:0')","define intent stnIntent: for group('dorms') remove middlebox('ids') set bandwidth('min', '40', 'mbps') allow service('stremio'), traffic('social-media') start hour('9:32') end hour('18:54')",time,1,1,"[1, 5, 0, 10.25, 3, 1, 0, 1.0, 0.735058922279092, 1.0, 0.424512941502927, 0, 0.10537209537394576]"
