hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('faculty') add middlebox('dpi'), middlebox('parental-control') set quota('6', 'gb/wk')","define intent stnIntent: for group('staff') remove middlebox('load-balancer') set bandwidth('max', '90', 'mbps')",synonym,0,0,"[1.0, 1.0, 0, 0.7235375605134609, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') set bandwidth('max', '10', 'mbps')","define intent stnIntent: for group('professors') set quota('7', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 2, 0, 5]"
"define intent hypIntent: for group('student') set bandwidth('min', '60', 'mbps') block traffic('torrent'), service('youtube')","define intent stnIntent: for group('students') set bandwidth('max', '10', 'mbps') allow service('amazon-prime'), service('bittorrent')",synonym,1,0,"[1.0, 1.0, 0.601841064076147, 0.3549093310227997, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.22') add middlebox('firewall') set quota('8', 'gb/wk') block protocol('sftp'), protocol('https') start timestamp('2019-01-25 08:51:33.897567') end timestamp('2019-01-25 13:32:33.897571')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.60') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('min', '20', 'mbps') allow protocol('https'), protocol('ftp') start timestamp('2019-01-25 03:05:33.897547') end timestamp('2019-01-25 07:13:33.897561')",non_coreferent,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 2, 1, 0, 0, 3]"
"define intent hypIntent: for group('staff') remove middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '30', 'mbps') block service('vimeo'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.65') add middlebox('dpi') set bandwidth('max', '60', 'mbps') allow service('facebook'), service('bittorrent')",domain,0,0,"[0.0, 0.0, 1.0, 0.0, 0, 0, 0.30487228837114916, 1, 2, 1, 0, 0, 3]"
"define intent hypIntent: for group('staff') set bandwidth('max', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') set bandwidth('max', '10', 'mbps')",qos,1,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 0, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.116') remove middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids') set quota('9', 'gb/wk') block traffic('peer2peer'), protocol('https')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer') set quota('4', 'gb/wk') allow traffic('peer2peer')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 1.0, 0, 0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('firewall') set quota('2', 'gb/wk') block traffic('torrent'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.40') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall') set quota('3', 'gb/wk') allow traffic('peer2peer'), service('stremio')",domain,1,1,"[0.0, 0.0, 0.6487288285638457, 0.0, 0.6488924230007598, 0, 1.0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') set quota('7', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') unset bandwidth('min', '10', 'mbps')",qos,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') unset bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('dorms') unset bandwidth('min', '10', 'mbps')",qos,0,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') unset quota('4', 'gb/wk') block service('facebook'), traffic('social-media') start timestamp('2019-01-25 05:58:22.090644') end timestamp('2019-01-25 13:32:22.090648')","define intent stnIntent: for group('dorms') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') unset bandwidth('min', '70', 'mbps') allow service('facebook'), service('netflix') start timestamp('2019-01-25 05:16:22.090618') end timestamp('2019-01-25 13:56:22.090638')",time,1,1,"[1.0, 1.0, 0.5736901694561233, 1.0, 0, 8.566666667777778, 0.19478983913517922, 1, 3, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('ids') set bandwidth('min', '90', 'mbps') block traffic('social-media'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.31') add middlebox('ids'), middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '70', 'mbps') allow traffic('peer2peer'), traffic('social-media')",domain,0,0,"[0.0, 0.0, 0, 0.0, 1.0, 0, 0, 1, 2, 1, 0, 0, 4]"
"define intent hypIntent: for group('professor') remove middlebox('load-balancer') block traffic('torrent'), traffic('streaming')","define intent stnIntent: for group('professors') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') allow protocol('telnet'), traffic('streaming')",synonym,1,1,"[1.0, 1.0, 0, 0.32668396731546334, 1.0, 0, 0, 1, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('students') set quota('9', 'gb/wk') block traffic('peer2peer'), traffic('social-media')","define intent stnIntent: for group('students') set quota('7', 'gb/wk') allow service('instagram'), service('netflix')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.80') set quota('6', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.71') set bandwidth('min', '50', 'mbps')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 0, 1, 5]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi') set quota('5', 'gb/wk') block service('amazon-prime'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.133') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set quota('4', 'gb/wk') allow service('amazon-prime'), service('youtube')",domain,0,0,"[0.0, 0.0, 0.644163727539538, 0.0, 0, 0, 0.3787589715385559, 0, 2, 0, 0, 0, 2]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.156') set bandwidth('max', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.156') unset quota('4', 'gb/wk')",qos,0,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 0, 6]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set quota('8', 'gb/wk') block traffic('peer2peer'), protocol('https') start timestamp('2019-01-25 04:34:31.623841') end timestamp('2019-01-25 14:41:31.623847')","define intent stnIntent: for group('professors') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set quota('1', 'gb/wk') allow traffic('streaming'), protocol('ftp') start timestamp('2019-01-25 04:18:31.623798') end timestamp('2019-01-25 13:33:31.623832')",time,1,1,"[1.0, 1.0, 0, 1.0, 0.4855904475742499, 9.983333330833334, 0, 0, 1, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.107') remove middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '50', 'mbps')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('parental-control') set bandwidth('min', '50', 'mbps') allow traffic('torrent'), service('popcorn-time') start timestamp('2019-01-25 08:32:07.239658') end timestamp('2019-01-25 13:33:07.239662')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.60') remove middlebox('dpi'), middlebox('firewall') unset bandwidth('min', '90', 'mbps') block protocol('snmp'), traffic('social-media') start timestamp('2019-01-25 03:48:07.239637') end timestamp('2019-01-25 07:51:07.239652')",non_coreferent,0,0,"[1.0, 1.0, 0, 1.0, 0.424512941502927, 0.31666666499999996, 0, 0, 3, 0, 0, 0, 2]"
"define intent hypIntent: for group('students') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') set quota('1', 'gb/wk')",qos,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') set quota('7', 'gb/wk') block service('amazon-prime'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.127') add middlebox('dpi') set quota('5', 'gb/wk') allow protocol('tcp'), service('facebook')",domain,0,0,"[0.0, 0.0, 0.42299067288472325, 0.0, 0, 0, 0.6819427859876516, 0, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('dorms') remove middlebox('load-balancer'), middlebox('firewall') block protocol('quic'), traffic('torrent') start timestamp('2019-01-25 09:58:17.686685') end timestamp('2019-01-25 14:24:17.686705')","define intent stnIntent: for group('dorms') add middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') allow traffic('streaming'), service('popcorn-time') start timestamp('2019-01-25 02:28:17.686627') end timestamp('2019-01-25 07:52:17.686662')",time,0,1,"[1.0, 1.0, 0, 1.0, 0.5578496808918569, 0, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.109') remove middlebox('load-balancer') set bandwidth('max', '90', 'mbps') block protocol('udp'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.115') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set bandwidth('min', '30', 'mbps') allow service('amazon-prime'), protocol('smtp')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') remove middlebox('load-balancer'), middlebox('parental-control') block service('facebook'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') add middlebox('load-balancer') allow traffic('streaming'), service('bittorrent')",negation,1,1,"[1.0, 1.0, 0.5348474783137586, 1.0, 1.0, 0, 0.6352196413803582, 1, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('dpi'), middlebox('firewall'), middlebox('parental-control') set quota('5', 'gb/wk') block traffic('torrent'), service('youtube')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.107') add middlebox('dpi') unset quota('9', 'gb/wk') allow service('stremio'), service('netflix')",non_coreferent,0,0,"[0.0, 0.0, 0.644163727539538, 0.0, 0, 0, 0.30487228837114916, 0, 3, 0, 0, 0, 2]"
"define intent hypIntent: for group('faculty') remove middlebox('parental-control'), middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '60', 'mbps') block protocol('snmp'), service('netflix')","define intent stnIntent: for group('staff') add middlebox('firewall'), middlebox('ids'), middlebox('dpi') set bandwidth('min', '90', 'mbps') allow service('stremio'), service('netflix')",synonym,1,1,"[1.0, 1.0, 1.0, 0.7235375605134609, 0, 0, 0.28248267019709405, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') add middlebox('firewall') set quota('4', 'gb/wk') start timestamp('2019-01-25 05:47:59.497261') end timestamp('2019-01-25 14:41:59.497265')","define intent stnIntent: for group('staff') add middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control') unset bandwidth('max', '80', 'mbps') start timestamp('2019-01-25 03:59:59.497239') end timestamp('2019-01-25 14:57:59.497255')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 9.900000001111112, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') unset bandwidth('min', '70', 'mbps')","define intent stnIntent: for group('staff') set quota('6', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') remove middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') unset quota('7', 'gb/wk') block protocol('udp'), service('popcorn-time') start timestamp('2019-01-25 05:51:38.454674') end timestamp('2019-01-25 13:11:38.454678')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('ids'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') unset quota('3', 'gb/wk') allow traffic('peer2peer'), service('netflix') start timestamp('2019-01-25 05:27:38.454654') end timestamp('2019-01-25 13:46:38.454669')",time,1,1,"[1.0, 1.0, 0.4698510852733538, 1.0, 0, 8.333333334444445, 0.19478983913517922, 0, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') block protocol('tcp'), service('stremio') start timestamp('2019-01-25 08:48:05.327913') end timestamp('2019-01-25 14:38:05.327917')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('ids'), middlebox('dpi') allow service('stremio'), protocol('smtp') start timestamp('2019-01-25 03:38:05.327892') end timestamp('2019-01-25 07:45:05.327907')",time,0,1,"[0.0, 0.0, 1.0, 0.0, 0, 0, 1.0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') remove middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set quota('6', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer') set quota('2', 'gb/wk')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 0, 1, 5]"
"define intent hypIntent: for group('students') remove middlebox('parental-control'), middlebox('dpi') set quota('4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') add middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set quota('9', 'gb/wk')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') add middlebox('firewall') set quota('1', 'gb/wk') block traffic('streaming'), service('popcorn-time') start timestamp('2019-01-25 05:55:52.112472') end timestamp('2019-01-25 13:29:52.112476')","define intent stnIntent: for group('students') remove middlebox('ids') unset quota('6', 'gb/wk') allow service('amazon-prime'), protocol('icmp') start timestamp('2019-01-25 05:00:52.112444') end timestamp('2019-01-25 13:47:52.112466')",time,1,1,"[1.0, 1.0, 0.5917500049724728, 1.0, 0, 8.566666667777778, 0.30894633570391095, 0, 3, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.112') add middlebox('firewall'), middlebox('parental-control'), middlebox('ids') block traffic('peer2peer'), service('bittorrent') start timestamp('2019-01-25 09:40:20.513231') end timestamp('2019-01-25 14:50:20.513234')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.115') remove middlebox('dpi') allow service('amazon-prime'), service('stremio') start timestamp('2019-01-25 02:33:20.513209') end timestamp('2019-01-25 07:34:20.513225')",time,0,0,"[1.0, 1.0, 0.7955379610609296, 1.0, 0, 0, 0.3787589715385559, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('dpi') block protocol('snmp'), traffic('streaming') start timestamp('2019-01-25 08:40:39.352447') end timestamp('2019-01-25 13:48:39.352451')","define intent stnIntent: for group('dorms') add middlebox('parental-control'), middlebox('ids') allow service('facebook'), protocol('ftp') start timestamp('2019-01-25 02:33:39.352401') end timestamp('2019-01-25 08:06:39.352427')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0.4333333277777778, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') unset bandwidth('min', '50', 'mbps')","define intent stnIntent: for group('students') unset quota('6', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('load-balancer') set bandwidth('min', '30', 'mbps') block service('stremio'), service('instagram') start timestamp('2019-01-25 09:02:45.068643') end timestamp('2019-01-25 13:06:45.068647')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.32') add middlebox('load-balancer'), middlebox('ids') unset quota('7', 'gb/wk') allow service('instagram'), service('youtube') start timestamp('2019-01-25 02:39:45.068622') end timestamp('2019-01-25 07:30:45.068637')",non_coreferent,0,0,"[0.0, 0.0, 0.732241166144113, 0.0, 0, 0, 0.19478983913517922, 1, 3, 1, 0, 0, 4]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') remove middlebox('parental-control'), middlebox('ids') set quota('8', 'gb/wk') block service('vimeo'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set quota('5', 'gb/wk') allow traffic('peer2peer'), service('netflix')",hierarchical,1,1,"[1.0, 1.0, 0.689023003400464, 1.0, 0.4855904475742499, 0, 1.0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.62') add middlebox('ids') set bandwidth('min', '10', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.60') remove middlebox('parental-control') set quota('9', 'gb/wk')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.142') remove middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('firewall'), middlebox('parental-control') set bandwidth('max', '30', 'mbps') allow traffic('peer2peer'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.140') remove middlebox('ids'), middlebox('parental-control') set quota('3', 'gb/wk') allow service('amazon-prime'), protocol('http')",hierarchical,0,0,"[1.0, 1.0, 0.5917500049724728, 1.0, 0, 0, 1.0, 1, 0, 1, 0, 1, 5]"
"define intent hypIntent: for group('staff') remove middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set quota('9', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.24') add middlebox('load-balancer'), middlebox('firewall') set quota('5', 'gb/wk')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('firewall'), middlebox('ids') set bandwidth('min', '60', 'mbps') block traffic('streaming'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '70', 'mbps') allow service('vimeo'), protocol('http')",domain,1,1,"[0.0, 0.0, 0.689023003400464, 0.0, 0, 0, 0.19478983913517922, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.56') remove middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') set bandwidth('min', '80', 'mbps') block traffic('peer2peer'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.49') add middlebox('dpi'), middlebox('firewall'), middlebox('ids'), middlebox('parental-control') set bandwidth('max', '80', 'mbps') allow service('facebook'), protocol('ftp')",hierarchical,1,0,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0.37079212932417294, 1, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.59') remove middlebox('dpi') set quota('7', 'gb/wk') block service('instagram')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.55') remove middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('min', '80', 'mbps') allow protocol('sftp'), service('youtube')",negation,0,0,"[1.0, 1.0, 0.732241166144113, 1.0, 0, 0, 0.28248267019709405, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') remove middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('dpi') set quota('8', 'gb/wk') block service('instagram'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set quota('5', 'gb/wk') allow traffic('social-media'), service('popcorn-time')",hierarchical,1,1,"[1.0, 1.0, 0.4972268557291109, 1.0, 1.0, 0, 1.0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.161') remove middlebox('firewall') set bandwidth('max', '70', 'mbps') block traffic('torrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.151') add middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '60', 'mbps') allow traffic('torrent'), traffic('streaming')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 0.5578496808918569, 0, 0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control') set quota('3', 'gb/wk')","define intent stnIntent: for group('students') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set bandwidth('max', '70', 'mbps')",negation,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
