hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') set quota('7', 'gb/wk') block service('amazon-prime'), protocol('https')","define intent stnIntent: for group('dorms') add middlebox('load-balancer'), middlebox('dpi') set quota('3', 'gb/wk') allow service('amazon-prime'), traffic('torrent')",negation,1,1,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0.28248267019709405, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('ids'), middlebox('load-balancer'), middlebox('dpi') unset quota('8', 'gb/wk') block protocol('https'), service('bittorrent') start timestamp('2019-01-25 08:19:46.379560') end timestamp('2019-01-25 13:41:46.379564')","define intent stnIntent: for group('staff') add middlebox('parental-control'), middlebox('firewall') unset quota('4', 'gb/wk') allow service('stremio'), service('bittorrent') start timestamp('2019-01-25 03:35:46.379553') end timestamp('2019-01-25 07:29:46.379557')",non_coreferent,0,0,"[1.0, 1.0, 1.0, 0.20794331922268697, 0, 0.16666666583333334, 0.6819427859876516, 0, 3, 1, 0, 0, 4]"
"define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '50', 'mbps')","define intent stnIntent: for group('professors') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') unset bandwidth('min', '50', 'mbps')",non_coreferent,0,0,"[1.0, 1.0, 0, 0.7723937946330593, 0, 0, 0, 0, 2, 1, 0, 0, 4]"
"define intent hypIntent: for group('students') remove middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('ids') set quota('5', 'gb/wk') block protocol('udp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.151') add middlebox('firewall'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set quota('8', 'gb/wk') allow protocol('sftp'), protocol('udp')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '60', 'mbps') allow traffic('social-media'), traffic('streaming')","define intent stnIntent: for group('dorms') remove middlebox('parental-control'), middlebox('firewall'), middlebox('ids') set quota('7', 'gb/wk') block service('stremio'), protocol('snmp')",negation,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.61') remove middlebox('dpi'), middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '10', 'mbps') start timestamp('2019-01-25 09:23:33.176228') end timestamp('2019-01-25 14:57:33.176233')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.173') add middlebox('dpi'), middlebox('parental-control') set quota('9', 'gb/wk') start timestamp('2019-01-25 03:09:33.176205') end timestamp('2019-01-25 07:39:33.176222')",non_coreferent,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 0, 0, 0, 2]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.118') remove middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set bandwidth('max', '70', 'mbps') block traffic('peer2peer'), service('stremio')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.123') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '40', 'mbps') allow service('stremio'), protocol('icmp')",negation,1,1,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0.6819427859876516, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') unset bandwidth('max', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') unset quota('9', 'gb/wk')",qos,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('dpi'), middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set bandwidth('min', '50', 'mbps') block service('amazon-prime'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.152') add middlebox('parental-control'), middlebox('ids'), middlebox('dpi') set bandwidth('max', '60', 'mbps') allow service('facebook')",domain,0,0,"[0.0, 0.0, 0.42299067288472325, 0.0, 0, 0, 0.28248267019709405, 1, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('students') add middlebox('firewall'), middlebox('dpi') set bandwidth('min', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') remove middlebox('ids'), middlebox('parental-control') unset bandwidth('min', '80', 'mbps')",non_coreferent,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('parental-control') set bandwidth('max', '60', 'mbps')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 4]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set quota('4', 'gb/wk') block protocol('https'), traffic('torrent') start timestamp('2019-01-25 05:23:19.804281') end timestamp('2019-01-25 13:33:19.804285')","define intent stnIntent: for group('professors') add middlebox('parental-control') unset quota('4', 'gb/wk') allow service('facebook'), service('popcorn-time') start timestamp('2019-01-25 05:36:19.804258') end timestamp('2019-01-25 13:37:19.804275')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 8.9500000075, 0, 0, 3, 1, 2, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('dpi'), middlebox('parental-control') set bandwidth('max', '20', 'mbps') block protocol('snmp'), service('instagram')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') add middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '10', 'mbps') allow service('instagram'), protocol('ftp')",domain,1,1,"[0.0, 0.0, 1.0, 0.0, 0, 0, 0.37079212932417294, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') set quota('9', 'gb/wk') block protocol('smtp'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.43') add middlebox('load-balancer') set quota('2', 'gb/wk') allow protocol('smtp'), service('bittorrent')",negation,1,1,"[0.0, 0.0, 0.6260678058592886, 0.0, 0, 0, 0.33729505277183147, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') set quota('4', 'gb/wk')","define intent stnIntent: for group('students') set quota('6', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.62') remove middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control') set quota('4', 'gb/wk') block service('popcorn-time'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.60') add middlebox('load-balancer') set quota('3', 'gb/wk') allow service('facebook'), service('netflix')",hierarchical,1,1,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0.6352196413803582, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('staff') remove middlebox('parental-control') set quota('6', 'gb/wk') block service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.25') add middlebox('load-balancer'), middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control') set quota('2', 'gb/wk') allow service('netflix'), service('bittorrent')",domain,1,1,"[0.0, 0.0, 0.6260678058592886, 0.0, 0, 0, 1.0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('prof') remove middlebox('ids'), middlebox('dpi'), middlebox('firewall') set bandwidth('min', '50', 'mbps') allow service('stremio'), protocol('smtp')","define intent stnIntent: for group('professors') remove middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') set quota('9', 'gb/wk') allow protocol('quic'), service('popcorn-time')",synonym,0,0,"[1.0, 1.0, 0.4691852799233581, 0.5339977351212731, 0, 0, 0.37079212932417294, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('firewall'), middlebox('ids'), middlebox('dpi') set bandwidth('min', '60', 'mbps') block protocol('sftp'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '20', 'mbps') allow protocol('snmp'), service('facebook')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') set quota('6', 'gb/wk') block protocol('snmp'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.25') add middlebox('load-balancer'), middlebox('firewall') set quota('8', 'gb/wk') allow traffic('torrent'), protocol('snmp')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0.5578496808918569, 0, 0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('firewall'), middlebox('dpi') block protocol('https'), protocol('ftp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') add middlebox('dpi') allow service('facebook'), service('popcorn-time')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.171') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') set bandwidth('max', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.162') remove middlebox('parental-control'), middlebox('firewall'), middlebox('ids') set quota('6', 'gb/wk')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 0, 1, 5]"
"define intent hypIntent: for group('dorms') set bandwidth('max', '30', 'mbps')","define intent stnIntent: for group('dorms') set quota('7', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') set bandwidth('max', '90', 'mbps')",qos,1,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('firewall'), middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set bandwidth('max', '50', 'mbps') block protocol('sftp'), traffic('streaming') start timestamp('2019-01-25 05:11:04.439111') end timestamp('2019-01-25 14:39:04.439117')","define intent stnIntent: for group('professors') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') unset quota('7', 'gb/wk') allow traffic('social-media'), traffic('streaming') start timestamp('2019-01-25 04:39:04.439074') end timestamp('2019-01-25 13:18:04.439102')",time,1,1,"[1.0, 1.0, 0, 1.0, 1.0, 9.116666664166667, 0, 1, 3, 1, 2, 0, 5]"
"define intent hypIntent: for group('dorms') add middlebox('parental-control') unset bandwidth('max', '30', 'mbps') start timestamp('2019-01-25 05:55:57.320060') end timestamp('2019-01-25 13:44:57.320064')","define intent stnIntent: for group('dorms') remove middlebox('load-balancer'), middlebox('firewall') unset quota('5', 'gb/wk') start timestamp('2019-01-25 06:01:57.320036') end timestamp('2019-01-25 14:31:57.320054')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 8.716666674444443, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') set bandwidth('min', '50', 'mbps') block traffic('torrent'), service('instagram')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.33') set bandwidth('max', '70', 'mbps') allow service('popcorn-time'), traffic('streaming')",negation,1,1,"[0.0, 0.0, 0.4972268557291109, 0.0, 0.5578496808918569, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') add middlebox('firewall') set quota('8', 'gb/wk') block service('stremio'), service('instagram') start timestamp('2019-01-25 05:57:23.691208') end timestamp('2019-01-25 14:30:23.691211')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.19') remove middlebox('dpi') unset bandwidth('min', '80', 'mbps') allow service('vimeo'), service('stremio') start timestamp('2019-01-25 05:14:23.691187') end timestamp('2019-01-25 14:44:23.691202')",time,1,1,"[0.0, 0.0, 0.735058922279092, 0.0, 0, 9.550000000833334, 0.6819427859876516, 1, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('dormitory') remove middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('firewall') set quota('6', 'gb/wk') block traffic('peer2peer'), traffic('torrent')","define intent stnIntent: for group('dorms') add middlebox('ids') set quota('7', 'gb/wk') allow service('youtube'), service('popcorn-time')",synonym,1,1,"[1.0, 1.0, 0, 0.3935372908539091, 0, 0, 0, 0, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('professor') remove middlebox('dpi') set quota('5', 'gb/wk')","define intent stnIntent: for group('professors') add middlebox('parental-control') set bandwidth('max', '50', 'mbps')",synonym,0,0,"[1.0, 1.0, 0, 0.32668396731546334, 0, 0, 0, 1, 1, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.115') set bandwidth('max', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.112') set bandwidth('min', '30', 'mbps')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') unset quota('4', 'gb/wk')","define intent stnIntent: for group('professors') unset quota('9', 'gb/wk')",qos,0,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 2, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('firewall'), middlebox('ids') set quota('1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.21') add middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall'), middlebox('load-balancer') set quota('4', 'gb/wk')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') set quota('2', 'gb/wk') block protocol('quic'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') add middlebox('firewall'), middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') set quota('5', 'gb/wk') allow service('youtube'), service('popcorn-time')",negation,1,1,"[0.0, 0.0, 0.47543142292934537, 0.0, 0, 0, 0.33729505277183147, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi'), middlebox('ids') block protocol('sftp'), service('stremio') start timestamp('2019-01-25 09:19:36.691349') end timestamp('2019-01-25 13:31:36.691353')","define intent stnIntent: for group('students') add middlebox('ids'), middlebox('load-balancer') allow protocol('sftp'), service('youtube') start timestamp('2019-01-25 02:48:36.691327') end timestamp('2019-01-25 08:01:36.691342')",time,0,0,"[1.0, 1.0, 0.6149710228569822, 1.0, 0, 0, 0.19478983913517922, 1, 2, 1, 1, 0, 5]"
define intent hypIntent: for group('staff') remove middlebox('load-balancer') start timestamp('2019-01-25 08:54:36.210985') end timestamp('2019-01-25 14:27:36.210990'),"define intent stnIntent: for group('staff') add middlebox('dpi'), middlebox('ids'), middlebox('parental-control') start timestamp('2019-01-25 02:42:36.210948') end timestamp('2019-01-25 08:02:36.210965')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0.13333332777777784, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids') set quota('7', 'gb/wk') block traffic('social-media'), service('netflix')","define intent stnIntent: for group('staff') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set quota('5', 'gb/wk') allow traffic('peer2peer'), service('instagram')",synonym,1,1,"[1.0, 1.0, 0.7251786007554776, 0.7235375605134609, 0.4367431766106368, 0, 0.19478983913517922, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('hall') remove middlebox('dpi'), middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') set quota('6', 'gb/wk') block protocol('quic'), traffic('torrent')","define intent stnIntent: for group('dorms') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('dpi') set quota('7', 'gb/wk') allow service('stremio'), service('facebook')",synonym,1,1,"[1.0, 1.0, 0, 0.25868322601258575, 0, 0, 0, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') unset bandwidth('min', '50', 'mbps')","define intent stnIntent: for group('students') set bandwidth('min', '80', 'mbps')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('scholarly_person') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set quota('5', 'gb/wk')","define intent stnIntent: for group('students') add middlebox('ids'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') set quota('3', 'gb/wk')",synonym,1,1,"[1.0, 1.0, 0, 0.29637977199899607, 0, 0, 0, 0, 1, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.80') remove middlebox('load-balancer'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') start timestamp('2019-01-25 09:23:00.563851') end timestamp('2019-01-25 14:48:00.563856')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.75') add middlebox('parental-control') start timestamp('2019-01-25 02:43:00.563809') end timestamp('2019-01-25 08:19:00.563845'),time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('dpi'), middlebox('firewall') block service('instagram'), protocol('ftp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids'), middlebox('firewall') allow protocol('quic'), protocol('ftp')",negation,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') set quota('1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') set quota('2', 'gb/wk')",qos,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.84') remove middlebox('parental-control'), middlebox('load-balancer') set quota('7', 'gb/wk') block protocol('https'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.82') add middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') set quota('5', 'gb/wk') allow service('amazon-prime'), service('facebook')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('professor') remove middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall'), middlebox('ids') set bandwidth('min', '80', 'mbps') block traffic('peer2peer'), traffic('torrent')","define intent stnIntent: for group('professors') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '70', 'mbps') allow traffic('streaming'), service('popcorn-time')",synonym,1,1,"[1.0, 1.0, 0, 0.32668396731546334, 0.5578496808918569, 0, 0, 1, 2, 1, 2, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('dpi') unset bandwidth('min', '50', 'mbps') start timestamp('2019-01-25 05:13:54.150108') end timestamp('2019-01-25 14:28:54.150112')","define intent stnIntent: for group('dorms') add middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set quota('8', 'gb/wk') start timestamp('2019-01-25 05:21:54.150082') end timestamp('2019-01-25 14:52:54.150101')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 10.116666675000001, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') unset quota('6', 'gb/wk')","define intent stnIntent: for group('staff') set quota('8', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('professor') remove middlebox('ids'), middlebox('dpi'), middlebox('firewall') set quota('9', 'gb/wk')","define intent stnIntent: for group('professors') remove middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '20', 'mbps')",synonym,0,0,"[1.0, 1.0, 0, 0.32668396731546334, 0, 0, 0, 1, 0, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.111') remove middlebox('dpi'), middlebox('firewall') unset bandwidth('max', '40', 'mbps') start timestamp('2019-01-25 05:54:41.289118') end timestamp('2019-01-25 14:35:41.289121')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.114') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set quota('1', 'gb/wk') start timestamp('2019-01-25 04:08:41.289089') end timestamp('2019-01-25 13:18:41.289112')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 8.399999998333334, 0, 1, 2, 1, 0, 0, 5]"
