hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('labs') add middlebox('dpi'), middlebox('ids'), middlebox('load-balancer') set bandwidth('min', '20', 'mbps') block service('amazon-prime'), protocol('https') start hour('10:12') end hour('18:22')","define intent stnIntent: for group('labs') add middlebox('load-balancer') set bandwidth('max', '30', 'mbps') allow traffic('torrent'), service('youtube') start hour('9:15') end hour('19:7')",time,1,1,"[1, 5, 0, 9.166666666666666, 1, 1, 0, 1.0, 0.39882830657455226, 1.0, 0, 0, 1.0]"
"define intent hypIntent: for group('dorm') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') set quota('8', 'gb/wk')","define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') set quota('2', 'gb/wk')",synonym,1,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 0.3533089167841037, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.48') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi') set quota('9', 'gb/wk') allow protocol('telnet'), protocol('snmp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '90', 'mbps') allow service('youtube'), service('netflix')",negation,0,0,"[1, 5, 1, 0, 0, 0, 1, 0.6209211734728514, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') unset bandwidth('min', '40', 'mbps') block service('vimeo'), protocol('icmp') start hour('9:24') end hour('19:51')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.7') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') unset bandwidth('max', '30', 'mbps') allow service('vimeo'), traffic('streaming') start hour('10:27') end hour('19:57')",time,1,1,"[1, 5, 0, 10.4, 3, 0, 0, 0.0, 1.0, 0.0, 0, 0, 0.37079212932417294]"
"define intent hypIntent: for group('dorms') set quota('4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') set quota('6', 'gb/wk')",qos,1,1,"[1, 5, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set quota('7', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') add middlebox('ids'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer') set quota('2', 'gb/wk')",negation,1,1,"[1, 5, 0, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') remove middlebox('parental-control'), middlebox('dpi') allow traffic('torrent'), service('youtube') start hour('14:17') end hour('19:2')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.33') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer'), middlebox('ids') block protocol('quic'), traffic('streaming') start hour('8:13') end hour('13:9')",time,0,0,"[1, 5, 1, 0, 2, 0, 0, 0.715448644523673, 0, 1.0, 0.5578496808918569, 0, 0]"
"define intent hypIntent: for group('dorms') set bandwidth('max', '40', 'mbps') block protocol('tcp'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') set bandwidth('max', '80', 'mbps') allow service('facebook'), protocol('ftp')",domain,1,1,"[1, 5, 0, 0, 1, 0, 0, 0.0, 0.5736901694561233, 0.0, 0, 0.5637843698418132, 0]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall') set bandwidth('max', '90', 'mbps') block protocol('https'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.21') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') set bandwidth('max', '90', 'mbps') allow protocol('quic'), service('facebook')",negation,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 1.0, 0.0, 0, 0.6418600679822645, 1.0]"
"define intent hypIntent: for group('research laboratories') remove middlebox('load-balancer'), middlebox('dpi') block traffic('torrent'), protocol('ftp')","define intent stnIntent: for group('labs') add middlebox('firewall') allow protocol('icmp'), service('youtube')",synonym,0,0,"[1, 5, 1, 0, 2, 1, 0, 1.0, 0, 0.502788023087115, 0, 0.46842043610001055, 0]"
"define intent hypIntent: for group('labs') remove middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '20', 'mbps') block protocol('snmp'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') add middlebox('ids') set bandwidth('max', '10', 'mbps') allow protocol('snmp'), traffic('social-media')",path,0,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0, 1.0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') remove middlebox('ids'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') block service('vimeo'), service('stremio')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.49') add middlebox('load-balancer'), middlebox('dpi') allow service('vimeo'), protocol('https')",path,0,0,"[1, 5, 1, 0, 2, 0, 0, 0.6750181271455626, 0.5936408534221981, 1.0, 0, 0, 0.30487228837114916]"
"define intent hypIntent: for group('labs') remove middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('ids') block protocol('udp'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.174') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') allow protocol('https'), traffic('social-media')",domain,0,0,"[0, 2, 1, 0, 2, 0, 0, 0.0, 0, 0.0, 1.0, 0.4512931480984451, 0]"
"define intent hypIntent: for group('professors') remove middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control') set bandwidth('max', '40', 'mbps') allow service('vimeo'), protocol('quic') start hour('13:56') end hour('19:56')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.183') add middlebox('ids'), middlebox('dpi'), middlebox('firewall') set bandwidth('min', '10', 'mbps') block protocol('icmp'), service('facebook') start hour('7:53') end hour('13:24')",path,0,0,"[0, 2, 0, 0.4666666666666667, 2, 0, 0, 0.0, 0.563273977752648, 0.0, 0, 0.48756524141005175, 0.37079212932417294]"
"define intent hypIntent: for group('bookman') add middlebox('ids') set quota('8', 'gb/wk') block traffic('torrent'), service('netflix')","define intent stnIntent: for group('students') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '40', 'mbps') block service('instagram'), traffic('social-media')",synonym,0,0,"[1, 5, 1, 0, 0, 1, 0, 1.0, 0.7251786007554776, 0.4038335404587993, 0.424512941502927, 0, 0.19478983913517922]"
"define intent hypIntent: for group('professors') unset bandwidth('min', '40', 'mbps')","define intent stnIntent: for group('professors') set bandwidth('max', '80', 'mbps')",qos,1,1,"[1, 5, 0, 0, 1, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') set bandwidth('min', '20', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.42') set bandwidth('max', '60', 'mbps')",qos,1,1,"[1, 5, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.127') remove middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer') block traffic('torrent'), service('bittorrent') start hour('14:2') end hour('19:23')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.128') add middlebox('firewall'), middlebox('parental-control') allow traffic('torrent'), protocol('snmp') start hour('8:51') end hour('12:9')",time,0,1,"[1, 5, 1, 0, 2, 0, 0, 0.7764930945783192, 0, 1.0, 1.0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') unset bandwidth('max', '20', 'mbps') block protocol('http'), traffic('streaming') start hour('9:21') end hour('19:10')","define intent stnIntent: for group('students') add middlebox('dpi'), middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set quota('5', 'gb/wk') block protocol('tcp'), protocol('udp') start hour('10:13') end hour('18:49')",time,1,1,"[1, 5, 1, 9.6, 2, 1, 0, 1.0, 0, 1.0, 0, 0.3790253730778652, 0]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('max', '70', 'mbps') block service('instagram'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.162') add middlebox('ids'), middlebox('firewall'), middlebox('parental-control') set bandwidth('min', '70', 'mbps') allow traffic('peer2peer'), service('youtube')",domain,0,0,"[0, 2, 0, 0, 2, 0, 0, 0.0, 0.732241166144113, 0.0, 0.4855904475742499, 0, 0.30487228837114916]"
"define intent hypIntent: for group('student_residence') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') set bandwidth('max', '90', 'mbps')","define intent stnIntent: for group('dorms') add middlebox('dpi') set bandwidth('min', '20', 'mbps')",synonym,1,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 0.3516041317079731, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.11') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set bandwidth('min', '50', 'mbps') block protocol('udp'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.10') add middlebox('ids') set bandwidth('max', '30', 'mbps') allow service('amazon-prime'), traffic('peer2peer')",negation,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.5595048219364266, 0.5917500051015526, 1.0, 0, 0, 1.0]"
"define intent hypIntent: for group('labs') unset bandwidth('max', '30', 'mbps')","define intent stnIntent: for group('labs') unset bandwidth('max', '20', 'mbps')",qos,0,1,"[1, 5, 0, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.41') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') remove middlebox('load-balancer'), middlebox('dpi') set quota('3', 'gb/wk')",hierarchical,0,0,"[1, 5, 1, 0, 0, 0, 1, 0.7220221002054277, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') remove middlebox('load-balancer'), middlebox('firewall') block traffic('peer2peer'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.38') add middlebox('dpi'), middlebox('firewall'), middlebox('ids') allow protocol('snmp'), service('popcorn-time')",domain,1,1,"[1, 5, 1, 0, 2, 0, 0, 0.0, 0.4754314230330523, 0.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('ids'), middlebox('firewall') unset quota('9', 'gb/wk') block traffic('streaming'), service('popcorn-time') start hour('11:1') end hour('19:35')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.19') add middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set quota('8', 'gb/wk') allow service('vimeo'), service('facebook') start hour('10:15') end hour('19:37')",time,1,1,"[1, 5, 0, 9.566666666666666, 3, 0, 0, 0.0, 0.29064461684367354, 0.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.86') remove middlebox('firewall'), middlebox('ids'), middlebox('dpi') set bandwidth('min', '20', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.76') add middlebox('parental-control') set quota('9', 'gb/wk')",hierarchical,0,0,"[1, 5, 1, 0, 1, 0, 1, 0.7570904385378684, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') unset bandwidth('max', '60', 'mbps')","define intent stnIntent: for group('labs') unset quota('4', 'gb/wk')",qos,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('firewall') set quota('5', 'gb/wk') allow protocol('snmp'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.38') remove middlebox('dpi'), middlebox('ids'), middlebox('parental-control') set bandwidth('min', '20', 'mbps') block protocol('https'), protocol('ftp')",negation,0,0,"[1, 5, 1, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0.5014522132061775, 0]"
"define intent hypIntent: for group('labs') remove middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set quota('9', 'gb/wk') allow service('vimeo'), service('youtube')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.169') add middlebox('dpi') set quota('1', 'gb/wk') block service('amazon-prime'), service('facebook')",path,0,0,"[0, 2, 0, 0, 2, 0, 0, 0.0, 0.5367762002549679, 0.0, 0, 0, 1.0]"
"define intent hypIntent: for group('professors') unset bandwidth('max', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.24') set bandwidth('min', '60', 'mbps')",qos,0,1,"[1, 5, 0, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') remove middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('max', '40', 'mbps') block traffic('torrent'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') add middlebox('dpi') set bandwidth('min', '60', 'mbps') allow traffic('torrent'), service('popcorn-time')",path,0,0,"[1, 5, 0, 0, 2, 1, 0, 0.724423252605109, 0.29064461684367354, 1.0, 1.0, 0, 0.28248267019709405]"
"define intent hypIntent: for group('professors') remove middlebox('firewall'), middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer') set quota('7', 'gb/wk') block traffic('peer2peer'), protocol('snmp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') add middlebox('load-balancer') set quota('1', 'gb/wk') allow service('vimeo'), service('popcorn-time')",domain,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('dorms') add middlebox('load-balancer') block protocol('smtp'), service('youtube') start hour('14:57') end hour('19:14')","define intent stnIntent: for group('dorms') remove middlebox('dpi'), middlebox('ids') block traffic('peer2peer'), protocol('https') start hour('8:50') end hour('12:59')",time,0,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0.529062331576452, 0]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi') block service('youtube'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.150') add middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') allow service('facebook'), service('popcorn-time')",domain,0,0,"[0, 2, 1, 0, 2, 0, 0, 0.0, 1.0, 0.0, 0, 0, 0.6819427859876516]"
"define intent hypIntent: for group('professors') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '10', 'mbps') start hour('9:42') end hour('19:56')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi') set quota('8', 'gb/wk') start hour('10:39') end hour('19:58')",time,1,1,"[1, 5, 1, 10.283333333333333, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.178') add middlebox('parental-control'), middlebox('firewall') set quota('5', 'gb/wk') allow service('amazon-prime'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.37.177') remove middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '40', 'mbps') allow traffic('peer2peer'), protocol('ftp')",hierarchical,0,0,"[1, 5, 1, 0, 1, 0, 1, 0.7722206191824462, 0, 1.0, 0.4855904475742499, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') block traffic('social-media'), service('bittorrent') start hour('13:50') end hour('18:49')","define intent stnIntent: for group('students') add middlebox('dpi') allow service('instagram'), traffic('social-media') start hour('8:59') end hour('13:39')",time,0,0,"[1, 5, 1, 0.8166666666666667, 2, 1, 0, 1.0, 0.6927166989236211, 1.0, 1.0, 0, 0.30487228837114916]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.60') set bandwidth('min', '20', 'mbps') allow service('vimeo'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.54') set quota('6', 'gb/wk') allow service('vimeo'), service('popcorn-time')",hierarchical,0,0,"[1, 5, 1, 0, 0, 0, 1, 0.6205701074887555, 0.4754314230330523, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('dpi') set quota('1', 'gb/wk') block protocol('https'), protocol('snmp') start hour('14:42') end hour('18:27')","define intent stnIntent: for group('dorms') add middlebox('ids') unset quota('6', 'gb/wk') allow service('instagram'), protocol('ftp') start hour('7:32') end hour('12:43')",path,0,0,"[1, 4, 0, 0, 3, 0, 0, 1.0, 0, 0.818512943684899, 0, 0.5014522132061775, 0]"
"define intent hypIntent: for group('professors') remove middlebox('firewall') set bandwidth('min', '80', 'mbps') block protocol('https'), service('youtube')","define intent stnIntent: for group('students') add middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') unset quota('2', 'gb/wk') allow traffic('torrent'), service('netflix')",path,0,0,"[1, 4, 1, 0, 3, 0, 0, 1.0, 0.644163727539538, 0.8687830363789097, 0, 0, 0.33729505277183147]"
define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.143') remove middlebox('dpi'),"define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') add middlebox('ids'), middlebox('firewall')",hierarchical,0,0,"[1, 5, 1, 0, 1, 0, 1, 0.6430788079418116, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('firewall') set quota('1', 'gb/wk') block protocol('udp'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('load-balancer'), middlebox('firewall') set quota('4', 'gb/wk') allow service('stremio'), traffic('streaming')",domain,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0.4691852800257026, 0.0, 0, 0, 1.0]"
"define intent hypIntent: for group('dorms') set quota('2', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.35') set quota('5', 'gb/wk')",qos,1,1,"[1, 5, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('students') remove middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '10', 'mbps') block traffic('torrent'), service('facebook')","define intent stnIntent: for group('students') add middlebox('parental-control'), middlebox('firewall'), middlebox('ids') set bandwidth('min', '10', 'mbps') allow protocol('snmp'), service('popcorn-time')",path,0,0,"[1, 5, 0, 0, 2, 1, 0, 1.0, 0.29064461684367354, 1.0, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for group('dorms') unset bandwidth('min', '10', 'mbps')","define intent stnIntent: for group('dorms') set bandwidth('min', '30', 'mbps')",qos,1,0,"[1, 5, 1, 0, 1, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') remove middlebox('ids'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') start hour('14:17') end hour('19:10')","define intent stnIntent: for group('professors') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall') start hour('7:38') end hour('13:19')",time,0,0,"[1, 5, 1, 0.033333333333333326, 1, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.116') remove middlebox('dpi'), middlebox('ids') set quota('5', 'gb/wk') block service('stremio'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.126') add middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('firewall') set quota('9', 'gb/wk') allow traffic('social-media'), service('popcorn-time')",negation,1,0,"[1, 5, 0, 0, 2, 0, 0, 0.6848182689940642, 1.0, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: for group('students') remove middlebox('firewall'), middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('min', '10', 'mbps') start hour('14:55') end hour('18:24')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.97') add middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set bandwidth('max', '90', 'mbps') start hour('8:18') end hour('13:11')",path,0,0,"[1, 3, 0, 0, 1, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('labs') remove middlebox('firewall'), middlebox('parental-control') block traffic('peer2peer'), protocol('icmp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('ids'), middlebox('parental-control') allow traffic('peer2peer'), service('youtube')",negation,1,1,"[1, 5, 1, 0, 2, 0, 0, 0.0, 0, 0.0, 1.0, 0, 0]"
"define intent hypIntent: for group('dorms') add middlebox('load-balancer') unset bandwidth('min', '20', 'mbps') block service('instagram'), traffic('social-media') start hour('14:42') end hour('18:11')","define intent stnIntent: for group('labs') remove middlebox('firewall') unset quota('9', 'gb/wk') allow service('instagram'), service('facebook') start hour('7:41') end hour('12:36')",path,0,0,"[1, 4, 1, 0, 3, 0, 0, 1.0, 0.6018997700431853, 0.7942163407229057, 0, 0, 0.33729505277183147]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('firewall') set quota('8', 'gb/wk') block traffic('peer2peer'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.12') add middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set quota('6', 'gb/wk') allow service('stremio'), traffic('streaming')",domain,1,1,"[1, 5, 0, 0, 2, 0, 0, 0.0, 0.7955379610609296, 0.0, 0.4855904475742499, 0, 0.33729505277183147]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.168') set quota('8', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.170') set quota('4', 'gb/wk')",qos,1,1,"[1, 5, 0, 0, 0, 0, 0, 0.7725879739379773, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') set bandwidth('min', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') set bandwidth('max', '80', 'mbps')",qos,1,1,"[1, 5, 0, 0, 0, 0, 1, 0.724423252605109, 0, 1.0, 0, 0, 0]"
