hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('educatee') set quota('7', 'gb/wk') block service('amazon-prime'), service('stremio')","define intent stnIntent: for group('students') set quota('2', 'gb/wk') allow service('vimeo'), service('stremio')",synonym,1,1,"[1.0, 1.0, 1.0, 0.3684278280310714, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('ids') unset bandwidth('max', '90', 'mbps') block traffic('social-media'), protocol('udp') start timestamp('2019-01-25 19:04:10.423193') end timestamp('2019-01-26 02:56:10.423198')","define intent stnIntent: for group('students') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') unset quota('7', 'gb/wk') allow protocol('quic'), service('instagram') start timestamp('2019-01-25 17:09:10.423164') end timestamp('2019-01-26 02:15:10.423186')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 8.183333331388889, 0, 1, 3, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('parental-control'), middlebox('load-balancer') set quota('1', 'gb/wk') block service('instagram'), protocol('udp')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.45') remove middlebox('firewall') set quota('4', 'gb/wk') allow traffic('peer2peer'), traffic('streaming')",non_coreferent,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 4]"
"define intent hypIntent: for group('students') add middlebox('dpi'), middlebox('firewall') set bandwidth('min', '30', 'mbps') block traffic('torrent'), service('netflix')","define intent stnIntent: for group('students') add middlebox('parental-control') set quota('1', 'gb/wk') block service('vimeo'), protocol('https')",negation,0,0,"[1.0, 1.0, 0.689023003400464, 1.0, 0, 0, 0.37079212932417294, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') add middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') block service('bittorrent'), service('netflix') start timestamp('2019-01-25 21:16:57.856289') end timestamp('2019-01-26 03:32:57.856294')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('load-balancer'), middlebox('firewall') allow service('stremio'), service('netflix') start timestamp('2019-01-25 15:55:57.856231') end timestamp('2019-01-25 20:39:57.856280')",time,0,0,"[0.0, 0.0, 1.0, 0.0, 0, 0.3833333308333333, 0.37079212932417294, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') add middlebox('firewall') set bandwidth('min', '50', 'mbps') start timestamp('2019-01-25 22:44:01.314187') end timestamp('2019-01-26 03:57:01.314192')","define intent stnIntent: for group('students') remove middlebox('ids') set bandwidth('max', '60', 'mbps') start timestamp('2019-01-25 16:40:01.314163') end timestamp('2019-01-25 20:14:01.314180')",non_coreferent,0,0,"[1.0, 1.0, 0, 0.818512943684899, 0, 0, 0, 1, 1, 1, 0, 0, 4]"
"define intent hypIntent: for group('professors') remove middlebox('dpi'), middlebox('ids') set bandwidth('min', '20', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') add middlebox('load-balancer'), middlebox('parental-control') set bandwidth('min', '80', 'mbps')",negation,0,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set bandwidth('max', '40', 'mbps') allow service('youtube'), traffic('streaming') start timestamp('2019-01-25 21:47:00.583771') end timestamp('2019-01-26 02:50:00.583775')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('ids'), middlebox('firewall') set bandwidth('min', '10', 'mbps') allow service('stremio'), traffic('social-media') start timestamp('2019-01-25 15:40:00.583741') end timestamp('2019-01-25 20:24:00.583764')",non_coreferent,0,0,"[0.0, 0.0, 0.6149710228569822, 0.0, 0.44733669896031675, 0, 0.6819427859876516, 0, 1, 0, 0, 0, 2]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') set bandwidth('min', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.44') set bandwidth('min', '90', 'mbps')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.56') remove middlebox('firewall'), middlebox('dpi'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set quota('1', 'gb/wk') block protocol('http'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.50') add middlebox('parental-control'), middlebox('load-balancer') set quota('5', 'gb/wk') allow service('youtube')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.47') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') set bandwidth('max', '10', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') remove middlebox('load-balancer') set quota('1', 'gb/wk')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.160') unset bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.151') unset bandwidth('max', '40', 'mbps')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('parental-control') set bandwidth('max', '50', 'mbps') block service('vimeo'), service('stremio')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.44') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '70', 'mbps') allow service('stremio'), service('netflix')",domain,1,1,"[0.0, 0.0, 0.6732380436627197, 0.0, 0, 0, 0.6352196413803582, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('prof') remove middlebox('parental-control'), middlebox('load-balancer') block service('stremio'), traffic('social-media')","define intent stnIntent: for group('professors') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids') allow service('stremio'), service('bittorrent')",synonym,1,0,"[1.0, 1.0, 0.7955379610609296, 0.5339977351212731, 0, 0, 0.19478983913517922, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.149') remove middlebox('dpi'), middlebox('parental-control'), middlebox('ids') block service('facebook'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.140') add middlebox('firewall'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') allow service('facebook'), protocol('ftp')",hierarchical,1,0,"[1.0, 1.0, 0.5348474783137586, 1.0, 0, 0, 0.10537209537394576, 1, 2, 1, 0, 1, 5]"
