dataset,model,k-fold,fit time,validation time,precision,recall,f1
1000,forest,1,0.03945207595825195,0.005701780319213867,0.8714678178963893,0.8711764705882352,0.8712366382269294
1000,forest,2,0.025382041931152344,0.005291938781738281,0.8,0.8,0.8000000000000002
1000,forest,3,0.026479005813598633,0.0049479007720947266,0.8333333333333334,0.8300000000000001,0.8295739348370927
1000,forest,4,0.026203155517578125,0.0049860477447509766,0.8501400560224089,0.85,0.84998499849985
1000,forest,5,0.027119874954223633,0.004921913146972656,0.8713368125250903,0.87,0.8698828946051447
1000,forest,6,0.027093887329101562,0.004937887191772461,0.851264552388599,0.85,0.8498648783905516
1000,forest,7,0.024358034133911133,0.004940032958984375,0.8311922922521076,0.8300000000000001,0.8298468621759585
1000,forest,8,0.02770400047302246,0.005061149597167969,0.9025764895330113,0.8999999999999999,0.8998397435897436
1000,forest,9,0.0274808406829834,0.005277156829833984,0.9,0.9,0.9
1000,forest,10,0.027792930603027344,0.00527191162109375,0.8997545008183305,0.8987755102040816,0.8988970588235294
2500,svm,1,0.12613511085510254,0.010573863983154297,0.8015165031222123,0.800482600965202,0.8005403687221869
2500,svm,2,0.13330698013305664,0.01099395751953125,0.8052902979373567,0.804514859029718,0.8045823601379157
2500,svm,3,0.1282651424407959,0.011266946792602539,0.8421455938697318,0.8402336804673609,0.8403307888040712
2500,svm,4,0.13601303100585938,0.01131296157836914,0.88,0.880097304910057,0.8799923195084485
2500,svm,5,0.12930607795715332,0.011443138122558594,0.8612969634585692,0.859516036105243,0.8597284342487054
2500,svm,6,0.12337398529052734,0.010732173919677734,0.8343130288741037,0.8313168171051789,0.8314714946070878
2500,svm,7,0.13593101501464844,0.011610984802246094,0.839935064935065,0.8351257922028039,0.8352381411647458
2500,svm,8,0.1814110279083252,0.01184701919555664,0.8361616161616161,0.8221060782036391,0.8211907559733647
2500,svm,9,0.14085888862609863,0.01076197624206543,0.8589894242068155,0.8548199767711964,0.8548951048951049
2500,svm,10,0.14517712593078613,0.01071786880493164,0.8439384010484928,0.8386566008517229,0.8386051335234638
2500,log,1,0.07529187202453613,0.004020214080810547,0.7808571428571429,0.7808928117856235,0.7808625807578138
2500,log,2,0.059576988220214844,0.004004001617431641,0.7928898208158597,0.7927038354076708,0.7927464430894309
2500,log,3,0.05115699768066406,0.003999948501586914,0.8407357987037744,0.8405194310388622,0.8405741869918699
2500,log,4,0.039224863052368164,0.0039370059967041016,0.9009615384615385,0.9004225081620896,0.8999855979261013
2500,log,5,0.06958818435668945,0.003957986831665039,0.8489171647066385,0.8475769797068049,0.8477564102564104
2500,log,6,0.05311083793640137,0.003938198089599609,0.8415458937198068,0.839446898405992,0.8396305086920264
2500,log,7,0.0700688362121582,0.003988027572631836,0.8682692307692308,0.8677741501824467,0.8678964308017486
2500,log,8,0.054386138916015625,0.003947019577026367,0.8928899082568807,0.8868563685636857,0.8870235934664247
2500,log,9,0.0677480697631836,0.003931999206542969,0.8695906432748538,0.8670150987224158,0.8671613560308453
2500,log,10,0.05169415473937988,0.0039408206939697266,0.8637214405576352,0.863627564847077,0.8634516129032257
2500,forest,1,0.061309814453125,0.006928205490112305,0.8486349206349206,0.8486791973583947,0.8486031746031746
2500,forest,2,0.06869912147521973,0.006639003753662109,0.8289813023855577,0.824009398018796,0.8238933537441
2500,forest,3,0.07003617286682129,0.0066068172454833984,0.8804610109220219,0.8804610109220219,0.8804610109220219
2500,forest,4,0.050314903259277344,0.006556987762451172,0.8740440845704003,0.8726073874911977,0.8719262295081966
2500,forest,5,0.046560049057006836,0.006682157516479492,0.8890816785553628,0.8875872223289163,0.8878205128205129
2500,forest,6,0.05412888526916504,0.006551980972290039,0.871967223609244,0.871967223609244,0.871967223609244
2500,forest,7,0.048609018325805664,0.006600856781005859,0.8842948717948718,0.8837782472312912,0.8839089846439608
2500,forest,8,0.0669260025024414,0.006649017333984375,0.9076739382986962,0.9075687185443283,0.9076066790352504
2500,forest,9,0.06328296661376953,0.006659030914306641,0.8916032012391893,0.8915021293070073,0.8915382753892072
2500,forest,10,0.06251692771911621,0.0069539546966552734,0.8885975135975136,0.8872435152922957,0.8874031007751939
5000,svm,1,0.4956691265106201,0.03470778465270996,0.8345825094086878,0.8343585657370518,0.8343075727691112
5000,svm,2,0.6597509384155273,0.03478407859802246,0.8484933035714286,0.8483266932270916,0.8482882825449446
5000,svm,3,0.505450963973999,0.0374751091003418,0.8413645953202915,0.8403745019920319,0.8402117752120941
5000,svm,4,0.6088109016418457,0.03314805030822754,0.8545560375071761,0.8543187250996016,0.8542705158089774
5000,svm,5,0.4942281246185303,0.03486204147338867,0.8385772150283856,0.8383505976095618,0.8383001613770844
5000,svm,6,0.5673000812530518,0.03464198112487793,0.8579454906169708,0.8535983935742972,0.8532453458062904
5000,svm,7,0.6528019905090332,0.034626007080078125,0.8396787148594378,0.8396787148594378,0.8396787148594377
5000,svm,8,0.5107841491699219,0.038159847259521484,0.8220512078227026,0.8216787148594378,0.8215974322820634
5000,svm,9,0.5532970428466797,0.03271198272705078,0.8320145389044357,0.8316305220883534,0.8316085489313836
5000,svm,10,0.45710182189941406,0.03565096855163574,0.8461272475795297,0.845726907630522,0.8456517110754929
5000,log,1,0.184614896774292,0.005977153778076172,0.8443241943241944,0.8422390438247012,0.8420636789158862
5000,log,2,0.1848611831665039,0.0059587955474853516,0.8503059858481545,0.8502948207171315,0.8502970155021774
5000,log,3,0.2035379409790039,0.005916118621826172,0.8493718833908708,0.8483585657370518,0.8482011864514896
5000,log,4,0.14313101768493652,0.00609898567199707,0.8523781440275431,0.8523107569721116,0.8522901128322815
5000,log,5,0.09677386283874512,0.0060291290283203125,0.8483218588640276,0.8483107569721116,0.8483027888446215
5000,log,6,0.24239397048950195,0.006005048751831055,0.8723607981976182,0.87170281124498,0.871681131468981
5000,log,7,0.10048198699951172,0.005921125411987305,0.84376907998329,0.8437028112449799,0.8436817247140471
5000,log,8,0.20811796188354492,0.005908012390136719,0.8376787148594378,0.8376787148594378,0.8376753507014028
5000,log,9,0.0821230411529541,0.005875110626220703,0.8379506061677975,0.8376465863453815,0.8376336181443498
5000,log,10,0.16668391227722168,0.00586700439453125,0.8520516448532013,0.8517349397590361,0.8516742183232109
5000,forest,1,0.1417090892791748,0.009948015213012695,0.8867066594339321,0.8862629482071713,0.8861985279173658
5000,forest,2,0.17790699005126953,0.009781837463378906,0.8902275769745649,0.8902151394422311,0.8902178113682633
5000,forest,3,0.17291998863220215,0.009874105453491211,0.8865136824647573,0.8862549800796813,0.8862112246727631
5000,forest,4,0.20760607719421387,0.009807825088500977,0.8983500717360114,0.8982231075697211,0.8981971034125547
5000,forest,5,0.17023706436157227,0.009756088256835938,0.8832396076301243,0.8822868525896415,0.8821679283416448
5000,forest,6,0.13698101043701172,0.009865999221801758,0.9167632570269487,0.9158795180722892,0.9157907425265188
5000,forest,7,0.2526988983154297,0.010037899017333984,0.8883767696267697,0.8878152610441767,0.8877390326209225
5000,forest,8,0.1107168197631836,0.010400056838989258,0.8846308638397888,0.8838152610441767,0.8837110253937641
5000,forest,9,0.09967803955078125,0.009943962097167969,0.8897876236987534,0.8897751004016065,0.8897777884874115
5000,forest,10,0.1743330955505371,0.009267091751098633,0.8867926047605244,0.8858232931726908,0.8857054452958928
10000,svm,1,2.88368821144104,0.1457958221435547,0.831851750547046,0.8294636795655126,0.8296923914522936
10000,svm,2,2.554992914199829,0.1221780776977539,0.8494022336949103,0.8475659917734915,0.8478163457999264
10000,svm,3,2.2232789993286133,0.1346139907836914,0.8469307597351587,0.8456810830238409,0.8458953134996801
10000,svm,4,2.4925029277801514,0.12774109840393066,0.8363476270496593,0.8339935974389756,0.8328179387352828
10000,svm,5,2.545614004135132,0.12877702713012695,0.8460885307358337,0.8457783113245299,0.8458791692687065
10000,svm,6,2.028143882751465,0.12889409065246582,0.8241790037131698,0.8228091236494598,0.8218974129098361
10000,svm,7,2.3110909461975098,0.12784504890441895,0.8250213000852002,0.8251500600240096,0.824985823851732
10000,svm,8,2.393505096435547,0.12831497192382812,0.829637526652452,0.8285273244857865,0.8277517141826056
10000,svm,9,2.7255728244781494,0.1304931640625,0.854989604989605,0.8546309289924221,0.8547407434891303
10000,svm,10,2.146074056625366,0.12084484100341797,0.8370214515465912,0.8352431738903813,0.8354716647653324
10000,log,1,0.49730515480041504,0.016641855239868164,0.847739979494409,0.8467373507447786,0.8469322587318864
10000,log,2,0.7614190578460693,0.016396045684814453,0.8641100300357873,0.8640489597060821,0.8640760413754542
10000,log,3,0.38497281074523926,0.016842126846313477,0.8531683247432977,0.8529990815063296,0.8530623860998077
10000,log,4,0.5299530029296875,0.016578197479248047,0.8560456967311477,0.8561824729891957,0.8559907834101383
10000,log,5,0.8589780330657959,0.01606583595275879,0.8549349989396564,0.8549619847939176,0.8549476360966308
10000,log,6,0.3864598274230957,0.018040180206298828,0.8349664373116227,0.834873949579832,0.8349126688017962
10000,log,7,0.45235300064086914,0.0159759521484375,0.8349520582740979,0.8350740296118447,0.8349721102866384
10000,log,8,0.35072803497314453,0.015774011611938477,0.8499062101693828,0.8500240567739865,0.8498424773937023
10000,log,9,0.3974599838256836,0.016035079956054688,0.8785015919981989,0.8774908784731967,0.8777101277101278
10000,log,10,0.7572221755981445,0.016038894653320312,0.839986753371869,0.8395914357884608,0.8397047615227247
10000,forest,1,0.47231197357177734,0.01538991928100586,0.8623989153648646,0.8618605487001318,0.8620055142651644
10000,forest,2,0.1526651382446289,0.014699935913085938,0.8852206787409882,0.8849406972564994,0.8850373255436548
10000,forest,3,0.4534919261932373,0.014653205871582031,0.8883316008316009,0.8878818737270876,0.8880178992368852
10000,forest,4,0.5219159126281738,0.01466989517211914,0.8859388003328852,0.8859943977591036,0.8859630520288573
10000,forest,5,0.12273311614990234,0.014687061309814453,0.8820195032905798,0.8818727490996399,0.8819319928278688
10000,forest,6,0.5740749835968018,0.014658927917480469,0.8779344225568482,0.878031212484994,0.8779687600025606
10000,forest,7,0.5285320281982422,0.015285968780517578,0.8751617335432365,0.8747699079631852,0.8748947865154595
10000,forest,8,0.876655101776123,0.01470494270324707,0.8879452010870001,0.8880758590273045,0.8878823831206311
10000,forest,9,0.5970749855041504,0.015938997268676758,0.9062492471028518,0.9056433182310253,0.9058152130305706
10000,forest,10,0.9041140079498291,0.014654874801635742,0.8738899718431882,0.8737520548494446,0.8738069840556928
